FIPS,Percent,Total,%,Distance to Closest (Miles),Normalized,Flip
13047,0.107,"7,180",10.7,162.6634651,0.191260401,0.808739599
13049,0.149,"1,940",14.9,130.2288779,0.030280585,0.969719415
13051,0.125,"36,110",12.5,153.8656874,0.069799126,0.930200874
13053,0.157,"1,650",15.7,139.1715445,0.20122947,0.79877053
13055,0.17,"4,210",17,181.2018989,0.199120758,0.800879242
13057,0.08,"20,340",8,125.9746923,0.016918639,0.983081361
13059,0.15,"19,010",15,133.5184547,0.316996983,0.683003017
13061,0.205,600,20.5,133.4356131,0.054312931,0.945687069
13063,0.124,"35,650",12.4,170.1329204,0.173529752,0.826470248
13065,0.161,"1,070",16.1,132.1630063,0.096808611,0.903191389
13067,0.081,"61,370",8.1,152.0484384,0.285285496,0.714714504
13069,0.142,"6,100",14.2,119.7866018,0.191916405,0.808083595
13071,0.146,"6,630",14.6,184.8605372,0.063946731,0.936053269
13073,0.074,"11,400",7.4,198.0139476,0.124871752,0.875128248
13075,0.138,"2,380",13.8,134.2790498,0.128362636,0.871637364
13077,0.091,"13,280",9.1,76.88740883,0.123091808,0.876908192
13079,0.134,"1,640",13.4,165.1808951,0.308174456,0.691825544
13081,0.191,"4,310",19.1,166.2442451,0.093766214,0.906233786
13083,0.121,"1,950",12.1,97.59637822,0.265101204,0.734898796
13085,0.096,"2,430",9.6,194.8539357,0.178629935,0.821370065
13087,0.146,"3,880",14.6,145.182873,0.08306449,0.91693551
13089,0.111,"84,090",11.1,174.0594691,0.245023428,0.754976572
13091,0.148,"3,080",14.8,163.3893964,0.231393414,0.768606586
13093,0.144,"1,960",14.4,187.8552283,0.370300834,0.629699166
13095,0.171,"15,160",17.1,93.61459723,0.076698201,0.923301799
13097,0.095,"13,820",9.5,143.1465049,0.359827223,0.640172777
13099,0.167,"1,710",16.7,190.5795033,0.118233608,0.881766392
13101,0.139,550,13.9,166.5006683,0.13275004,0.86724996
13103,0.083,"5,190",8.3,112.3115439,0.162659495,0.837340505
13105,0.162,"3,100",16.2,113.3315404,0.302998754,0.697001246
13107,0.169,"3,800",16.9,189.7001294,0.246183444,0.753816556
13109,0.141,"1,500",14.1,198.8903503,0.276791521,0.723208479
13111,0.129,"3,340",12.9,128.9025463,0.082529327,0.917470673
13113,0.065,"7,340",6.5,145.7480803,0.274254276,0.725745724
13115,0.144,"14,060",14.4,104.6370683,0.218177406,0.781822594
13117,0.062,"14,580",6.2,50.77992976,0.13513086,0.86486914
13119,0.157,"3,610",15.7,159.4317175,0.042278706,0.957721294
13121,0.113,"118,810",11.3,126.1549373,0.262840445,0.737159555
13123,0.134,"4,150",13.4,71.29759709,0.173409472,0.826590528
13125,0.128,380,12.8,164.642232,0.310395059,0.689604941
13127,0.133,"11,310",13.3,68.72084804,0.221162733,0.778837267
13129,0.132,"7,600",13.2,168.7707917,0.163115615,0.836884385
13131,0.132,"3,260",13.2,192.510087,0.158238293,0.841761707
13133,0.112,"1,990",11.2,136.8973041,0.167788125,0.832211875
13135,0.084,"77,750",8.4,126.5654464,0.217644013,0.782355987
13137,0.118,"5,320",11.8,110.6161454,0.15889758,0.84110242
13139,0.104,"20,870",10.4,136.4663925,0.226694433,0.773305567
13141,0.146,"1,240",14.6,69.92906399,0.207998963,0.792001037
13143,0.13,"3,850",13,88.42929908,0.06357908,0.93642092
13145,0.075,"2,600",7.5,87.1981939,0.170730264,0.829269736
13147,0.129,"3,360",12.9,118.2125098,0.218945652,0.781054348
13149,0.172,"2,020",17.2,193.6565291,0.119029172,0.880970828
13151,0.082,"18,910",8.2,183.5610625,0.120148753,0.879851247
13153,0.1,"15,490",10,119.0996348,0.272960605,0.727039395
13155,0.143,"1,340",14.3,61.62631437,0.062308065,0.937691935
13157,0.093,"6,550",9.3,152.254046,0.177262729,0.822737271
13159,0.122,"1,720",12.2,97.23287446,0.39319834,0.60680166
13161,0.147,"2,210",14.7,91.79195064,0.168626097,0.831373903
13163,0.136,"2,110",13.6,107.470367,0.226241748,0.773758252
13165,0.183,"1,610",18.3,88.00528799,0.263171895,0.736828105
13167,0.148,"1,430",14.8,107.1328167,0.072942314,0.927057686
13169,0.094,"2,690",9.4,76.27315606,0.188087302,0.811912698
13171,0.128,"2,400",12.8,169.5995423,0.101190127,0.898809873
13173,0.171,"1,800",17.1,132.8160588,0.218787217,0.781212783
13175,0.163,"7,720",16.3,159.100227,0.337958487,0.662041513
13177,0.095,"2,830",9.5,180.3880109,0.152831033,0.847168967
13179,0.12,"7,460",12,137.5097133,0.160686072,0.839313928
13181,0.139,"1,100",13.9,176.0434436,0.229941204,0.770058796
13183,0.146,"2,810",14.6,96.56261206,0.008144784,0.991855216
13185,0.141,"16,440",14.1,132.6461931,0.258870242,0.741129758
13187,0.105,"3,460",10.5,109.3550708,0.119140064,0.880859936
13189,0.134,"2,860",13.4,90.67886098,0.221665895,0.778334105
13191,0.119,"1,690",11.9,100.6854066,0.204881904,0.795118096
13193,0.159,"2,080",15.9,113.4902711,0.067145972,0.932854028
13195,0.146,"4,340",14.6,113.2821509,0.118117663,0.881882337
13197,0.11,930,11,86.63552378,0.176565017,0.823434983
13199,0.164,"3,470",16.4,185.5274672,0.287734254,0.712265746
13201,0.129,740,12.9,91.21536655,0.284999963,0.715000037
13205,0.16,"3,520",16,118.423555,0.122254279,0.877745721
13207,0.122,"3,340",12.2,180.6315185,0.369438255,0.630561745
13209,0.122,"1,110",12.2,111.043968,0.141617837,0.858382163
13211,0.09,"1,690",9,87.10769601,0.17403902,0.82596098
13213,0.136,"5,400",13.6,113.9619639,0.009000037,0.990999963
13215,0.153,"29,860",15.3,151.0134242,0.186534748,0.813465252
13217,0.115,"12,640",11.5,148.8069987,0.055510834,0.944489166
13219,0.068,"2,660",6.8,157.2635417,0.097858337,0.902141663
13221,0.104,"1,570",10.4,123.6985834,0.136652472,0.863347528
13223,0.08,"13,090",8,77.77726278,0.108811141,0.891188859
13225,0.137,"3,770",13.7,111.0109122,0.275265764,0.724734236
13227,0.118,"3,780",11.8,92.84158291,0.368572762,0.631427238
13229,0.124,"2,390",12.4,172.5851196,0.196180651,0.803819349
13231,0.09,"1,660",9,126.9760391,0.228491362,0.771508638
13233,0.142,"6,010",14.2,97.59069651,0.197090144,0.802909856
13235,0.144,"1,610",14.4,108.5275441,0.184203184,0.815796816
13237,0.139,"3,040",13.9,193.77091,0.235896466,0.764103534
13239,0.121,280,12.1,122.1156528,0.301455391,0.698544609
13241,0.155,"2,620",15.5,111.0825474,0.270363048,0.729636952
13243,0.167,"1,150",16.7,45.88758296,0.028214443,0.971785557
13245,0.157,"31,740",15.7,91.20081047,0.131934826,0.868065174
13247,0.093,"8,360",9.3,121.6649168,0.186545644,0.813454356
13249,0.111,580,11.1,72.14067616,0.271648722,0.728351278
13251,0.146,"2,040",14.6,95.4821972,0.243693544,0.756306456
13253,0.17,"1,400",17,135.6110803,0.148250009,0.851749991
13255,0.138,"9,140",13.8,143.3236213,0.19036824,0.80963176
13257,0.136,"3,520",13.6,125.8893724,0.158928194,0.841071806
13259,0.155,"1,000",15.5,97.44854022,0.260978742,0.739021258
13261,0.146,"4,350",14.6,153.6590865,0.108938244,0.891061756
13263,0.117,730,11.7,195.3956777,0.209929578,0.790070422
13265,0.149,240,14.9,126.4097939,0.294668224,0.705331776
13267,0.139,"3,520",13.9,151.5929317,0.17802054,0.82197946
13269,0.191,"1,550",19.1,149.1785001,0.351336061,0.648663939
13271,0.173,"2,750",17.3,84.66132295,0.291968751,0.708031249
13273,0.178,"1,540",17.8,69.58743415,0.185701925,0.814298075
13275,0.135,"6,010",13.5,156.3653389,0.233640758,0.766359242
13277,0.138,"5,610",13.8,154.1423948,0.375134329,0.624865671
13279,0.151,"4,070",15.1,72.86141111,0.301389818,0.698610182
13281,0.124,"1,470",12.4,132.9741122,0.319739186,0.680260814
13283,0.197,"1,340",19.7,177.2278903,0.171871611,0.828128389
13285,0.146,"10,200",14.6,88.43099249,0.327991429,0.672008571
13287,0.179,"1,420",17.9,169.0856128,0.059320683,0.940679317
13289,0.118,960,11.8,193.3426111,0.321369922,0.678630078
13291,0.131,"3,140",13.1,115.2538423,0.200004321,0.799995679
13293,0.148,"3,910",14.8,110.492809,0.110161987,0.889838013
13295,0.136,"9,430",13.6,130.8539703,0.119169963,0.880830037
13297,0.104,"9,700",10.4,142.6439425,0.267413939,0.732586061
13299,0.149,"5,330",14.9,97.66123885,0.175672127,0.824327873
13301,0.149,780,14.9,189.8553424,0.227981607,0.772018393
13303,0.14,"2,840",14,111.6093036,0.309600091,0.690399909
13305,0.131,"3,920",13.1,170.5698097,0.193680097,0.806319903
13307,0.144,370,14.4,103.0494155,0.339598753,0.660401247
13309,0.164,"1,290",16.4,177.2045822,0.24063401,0.75936599
13311,0.117,"3,500",11.7,164.7963651,0.121379721,0.878620279
13313,0.123,"12,790",12.3,39.30563614,0.287896822,0.712103178
13315,0.142,"1,240",14.2,150.2283347,0.200760869,0.799239131
13317,0.151,"1,480",15.1,114.4206368,0.111770932,0.888229068
13319,0.141,"1,260",14.1,48.90858464,0.304606707,0.695393293
13321,0.135,"2,750",13.5,73.15942166,19.26029072,-18.26029072
15001,0.145,"29,120",14.5,184.9502969,19.63639105,-18.63639105
15003,0.122,"119,100",12.2,119.2065419,19.39514343,-18.39514343
15005,0.134,60,13.4,58.59715422,19.99584951,-18.99584951
15007,0.142,"10,250",14.2,139.728278,19.34002656,-18.34002656
15009,0.156,"25,980",15.6,85.03810509,6.371864713,-5.371864713
16001,0.078,"36,850",7.8,103.5676946,6.57248559,-5.57248559
16003,0.137,580,13.7,68.76455092,5.320052204,-4.320052204
16005,0.106,"9,170",10.6,138.8160949,5.060498667,-4.060498667
16007,0.097,590,9.7,162.3592853,6.924730113,-5.924730113
16009,0.126,"1,160",12.6,67.75168196,5.424966552,-4.424966552
16011,0.084,"3,900",8.4,48.15613741,5.824053562,-4.824053562
16013,0.096,"2,180",9.6,20.78208146,6.30305595,-5.30305595
16015,0.112,860,11.2,39.53789858,7.080401672,-6.080401672
16017,0.115,"5,160",11.5,29.84580658,5.262504025,-4.262504025
16019,0.081,"9,450",8.1,68.11270907,7.129999366,-6.129999366
16021,0.134,"1,630",13.4,41.16933812,5.669003474,-4.669003474
16023,0.124,320,12.4,20.4626543,6.026905743,-5.026905743
16025,0.109,120,10.9,13.70821844,6.501421165,-5.501421165
16027,0.093,"20,840",9.3,89.80805842,5.172706039,-4.172706039
16029,0.07,490,7,29.1910191,5.617224248,-4.617224248
16031,0.081,"1,940",8.1,106.0149408,5.553863335,-4.553863335
16033,0.068,60,6.8,44.9642615,6.629621946,-5.629621946
16035,0.128,"1,120",12.8,52.62420986,5.991537553,-4.991537553
16037,0.136,570,13.6,49.45717534,6.175746455,-5.175746455
16039,0.114,"3,080",11.4,24.70221833,5.167159738,-4.167159738
16041,0.072,990,7.2,4.840683454,5.3495111,-4.3495111
16043,0.09,"1,180",9,50.40691299,6.469180879,-5.469180879
16045,0.121,"2,160",12.1,25.74123457,5.979043338,-4.979043338
16047,0.098,"1,500",9.8,37.52839753,6.469562876,-5.469562876
16049,0.12,"1,970",12,34.58933937,5.481229437,-4.481229437
16051,0.06,"1,760",6,23.58173525,5.818430279,-4.818430279
16053,0.094,"2,260",9.4,56.36425418,7.002189632,-6.002189632
16055,0.102,"16,420",10.2,22.47930718,6.878125771,-5.878125771
16057,0.105,"4,200",10.5,32.42233756,6.003038174,-5.003038174
16059,0.118,940,11.8,15.31086847,6.735454275,-5.735454275
16061,0.147,570,14.7,72.52239011,5.818473203,-4.818473203
16063,0.092,490,9.2,62.29487243,5.326109881,-4.326109881
16065,0.108,"4,280",10.8,30.38698586,5.681882185,-4.681882185
16067,0.095,"1,970",9.5,32.94807647,6.818972736,-5.818972736
16069,0.105,"4,240",10.5,35.71284698,5.346845844,-4.346845844
16071,0.096,420,9.6,20.24128959,6.279488287,-5.279488287
16073,0.107,"1,260",10.7,48.82564037,6.550302264,-5.550302264
16075,0.1,"2,370",10,26.06455334,5.471863216,-4.471863216
16077,0.086,650,8.6,49.19053087,6.782788282,-5.782788282
16079,0.157,"1,990",15.7,17.79410998,5.219374295,-4.219374295
16081,0.062,730,6.2,5.961193242,5.887927714,-4.887927714
16083,0.099,"8,510",9.9,49.46790756,6.352753679,-5.352753679
16085,0.093,"1,030",9.3,35.75990323,6.601581848,-5.601581848
16087,0.105,"1,070",10.5,6.926828868,1.454577411,-0.454577411
17001,0.106,"6,950",10.6,32.88073112,0.600582816,0.399417184
17003,0.173,"1,040",17.3,18.52738383,1.116325003,-0.116325003
17005,0.108,"1,790",10.8,59.87359803,2.188022664,-1.188022664
17007,0.091,"4,870",9.1,39.60188366,1.438236728,-0.438236728
17009,0.08,530,8,10.37253636,1.945978868,-0.945978868
17011,0.104,"3,420",10.4,32.02525851,1.16313705,-0.16313705
17013,0.097,470,9.7,34.81205094,2.176563718,-1.176563718
17015,0.102,"1,470",10.2,20.55501445,1.446252584,-0.446252584
17017,0.103,"1,270",10.3,53.42168281,1.415297909,-0.415297909
17019,0.105,"22,010",10.5,40.14326351,1.340992572,-0.340992572
17021,0.106,"3,480",10.6,57.71061826,1.116917732,-0.116917732
17023,0.1,"1,560",10,34.64637439,0.99765849,0.00234151
17025,0.144,"1,900",14.4,40.68297176,1.025262509,-0.025262509
17027,0.081,"3,040",8.1,54.9928652,1.21250916,-0.21250916
17029,0.142,"7,250",14.2,55.04858847,1.971326186,-0.971326186
17031,0.109,"566,030",10.9,28.66953475,1.004347152,-0.004347152
17033,0.104,"1,970",10.4,86.80612539,1.133835141,-0.133835141
17035,0.093,"1,000",9.3,44.65212557,2.040776909,-1.040776909
17037,0.111,"11,580",11.1,62.96569461,1.489615073,-0.489615073
17039,0.09,"1,410",9,32.25978408,1.293925808,-0.293925808
17041,0.087,"1,690",8.7,14.73742821,1.986667459,-0.986667459
17043,0.067,"62,280",6.7,40.01374015,1.230507383,-0.230507383
17045,0.107,"1,850",10.7,35.17814248,0.839968744,0.160031256
17047,0.113,730,11.3,47.80346478,1.103837853,-0.103837853
17049,0.097,"3,320",9.7,190.3571706,1.144538482,-0.144538482
17051,0.123,"2,640",12.3,158.4433735,1.569695207,-0.569695207
17053,0.106,"1,390",10.6,181.0649035,0.852755915,0.147244085
17055,0.161,"6,240",16.1,160.5375831,1.619440278,-0.619440278
17057,0.118,"4,080",11.8,152.3765869,0.6689002,0.3310998
17059,0.163,810,16.3,180.4052075,1.23012311,-0.23012311
17061,0.106,"1,380",10.6,193.5771122,1.81365801,-0.81365801
17063,0.082,"4,170",8.2,142.166813,0.80792935,0.19207065
17065,0.12,980,12,129.8788264,1.597358419,-0.597358419
17067,0.108,"1,920",10.8,172.9521532,0.609670065,0.390329935
17069,0.142,550,14.2,148.9254018,1.736412288,-0.736412288
17071,0.092,620,9.2,142.6959979,1.925351644,-0.925351644
17073,0.099,"4,840",9.9,66.45845351,1.597837515,-0.597837515
17075,0.101,"2,760",10.1,76.14078211,0.768039734,0.231960266
17077,0.142,"8,160",14.2,50.86520686,1.040271912,-0.040271912
17079,0.105,"1,000",10.5,65.85113926,0.932425587,0.067574413
17081,0.135,"5,080",13.5,43.75216306,1.13703985,-0.13703985
17083,0.087,"1,900",8.7,102.4322497,2.274194551,-1.274194551
17085,0.101,"2,170",10.1,83.15606106,0.721916681,0.278083319
17087,0.109,"1,350",10.9,81.93193222,2.034272092,-1.034272092
17089,0.073,"38,650",7.3,94.95860966,1.732693999,-0.732693999
17091,0.108,"11,870",10.8,91.65517748,1.916904737,-0.916904737
17093,0.051,"6,520",5.1,47.20345747,1.778025043,-0.778025043
17095,0.13,"6,490",13,89.62587952,2.144151672,-1.144151672
17097,0.071,"49,570",7.1,112.6063484,1.867436215,-0.867436215
17099,0.117,"12,730",11.7,68.67629002,0.907553797,0.092446203
17101,0.123,"1,940",12.3,32.43040968,2.034357762,-1.034357762
17103,0.109,"3,740",10.9,58.70958166,1.692019585,-0.692019585
17105,0.108,"3,860",10.8,12.46419865,1.527384248,-0.527384248
17107,0.098,"2,820",9.8,77.3397214,1.609559176,-0.609559176
17109,0.118,"3,550",11.8,69.5047551,2.166004014,-1.166004014
17111,0.072,"22,050",7.2,34.58411554,1.585454205,-0.585454205
17113,0.092,"15,910",9.2,52.07554782,1.396775704,-0.396775704
17115,0.125,"13,070",12.5,88.19595388,1.21153337,-0.21153337
17117,0.111,"5,010",11.1,52.91200686,1.065481507,-0.065481507
17119,0.104,"27,540",10.4,56.69447487,1.027936987,-0.027936987
17121,0.137,"5,130",13.7,14.57179965,1.808973496,-0.808973496
17123,0.101,"1,160",10.1,58.21287663,1.547078378,-0.547078378
17125,0.129,"1,750",12.9,61.37388638,0.635174409,0.364825591
17127,0.143,"2,010",14.3,56.00716181,1.478769244,-0.478769244
17129,0.085,"1,050",8.5,102.5991736,1.869242832,-0.869242832
17131,0.098,"1,530",9.8,28.29548871,0.864285906,0.135714094
17133,0.052,"1,790",5.2,65.55695571,1.227306694,-0.227306694
17135,0.126,"3,620",12.6,62.34947817,1.358203427,-0.358203427
17137,0.114,"3,870",11.4,54.04007129,1.289972251,-0.289972251
17139,0.081,"1,190",8.1,75.57280701,2.132862574,-1.132862574
17141,0.099,"5,030",9.9,96.11807417,1.741145696,-0.741145696
17143,0.125,"22,590",12.5,53.23154832,0.863115833,0.136884167
17145,0.143,"3,010",14.3,84.79283281,1.405661572,-0.405661572
17147,0.068,"1,110",6.8,89.78781407,1.321995794,-0.321995794
17149,0.111,"1,730",11.1,51.08851224,0.642885362,0.357114638
17151,0.161,670,16.1,50.69889477,0.645761814,0.354238186
17153,0.151,820,15.1,87.13375999,1.85773018,-0.85773018
17155,0.097,560,9.7,87.633542,0.808611704,0.191388296
17157,0.108,"3,440",10.8,54.23451365,0.93747957,0.06252043
17159,0.116,"1,820",11.6,92.52339908,1.960050885,-0.960050885
17161,0.116,"16,590",11.6,25.92097422,0.942082989,0.057917011
17163,0.11,"28,830",11,76.08096424,0.720702264,0.279297736
17165,0.156,"3,710",15.6,30.13949602,1.39389069,-0.39389069
17167,0.112,"21,900",11.2,98.75863124,1.506060763,-0.506060763
17169,0.132,910,13.2,89.96985222,1.32866091,-0.32866091
17171,0.1,500,10,70.57165471,1.232715122,-0.232715122
17173,0.094,"2,030",9.4,63.27769178,1.844643385,-0.844643385
17175,0.107,580,10.7,103.1255304,2.263681325,-1.263681325
17177,0.116,"5,170",11.6,109.6383314,1.65619699,-0.65619699
17179,0.092,"12,240",9.2,46.9931992,0.692541373,0.307458627
17181,0.132,"2,220",13.2,66.95061192,1.401346268,-0.401346268
17183,0.129,"9,930",12.9,63.94394715,0.82759878,0.17240122
17185,0.119,"1,350",11.9,62.39051015,1.745498217,-0.745498217
17187,0.094,"1,590",9.4,75.21050115,0.944030188,0.055969812
17189,0.077,"1,070",7.7,84.13886349,0.891107402,0.108892598
17191,0.122,"1,990",12.2,58.82536476,0.754901932,0.245098068
17193,0.128,"1,750",12.8,14.57494442,2.069420936,-1.069420936
17195,0.098,"5,460",9.8,39.21174274,1.842917342,-0.842917342
17197,0.068,"47,130",6.8,54.65200995,0.791405886,0.208594114
17199,0.128,"8,550",12.8,30.31907943,2.216614208,-1.216614208
17201,0.132,"37,300",13.2,44.2684629,1.71708885,-0.71708885
17203,0.069,"2,650",6.9,58.54349742,1.651289125,-0.651289125
18001,0.12,"4,260",12,93.78189314,1.755716429,-0.755716429
18003,0.12,"44,920",12,76.97482695,1.067466083,-0.067466083
18005,0.121,"10,110",12.1,27.19859177,1.530814551,-0.530814551
18007,0.127,"1,100",12.7,59.82295123,1.531303908,-0.531303908
18009,0.162,"1,930",16.2,93.2848794,1.334897607,-0.334897607
18011,0.075,"5,010",7.5,37.78273579,1.047195387,-0.047195387
18013,0.104,"1,570",10.4,64.06605091,1.517621326,-0.517621326
18015,0.104,"2,080",10.4,73.60696194,1.582901623,-0.582901623
18017,0.123,"4,620",12.3,38.69117365,0.841267969,0.158732031
18019,0.112,"13,150",11.2,81.69215723,1.107260934,-0.107260934
18021,0.126,"3,320",12.6,79.72712634,1.421595279,-0.421595279
18023,0.111,"3,560",11.1,105.043056,0.728284279,0.271715721
18025,0.154,"1,630",15.4,49.71292962,0.867720088,0.132279912
18027,0.11,"3,660",11,87.32751545,1.133387147,-0.133387147
18029,0.105,"5,220",10.5,71.07030483,1.130813537,-0.130813537
18031,0.12,"3,200",12,36.1430494,1.862846138,-0.862846138
18033,0.113,"4,890",11.3,37.17286532,1.444044968,-0.444044968
18035,0.151,"17,320",15.1,89.27573461,0.74755626,0.25244374
18037,0.092,"3,900",9.2,141.0854274,1.884963851,-0.884963851
18039,0.113,"23,190",11.3,150.1932539,1.268514021,-0.268514021
18041,0.17,"3,920",17,110.4317224,0.77118652,0.22881348
18043,0.106,"8,290",10.6,64.46714396,1.36168485,-0.36168485
18045,0.131,"2,160",13.1,145.0952636,1.208038673,-0.208038673
18047,0.097,"2,200",9.7,121.5647163,1.683325899,-0.683325899
18049,0.129,"2,600",12.9,80.49770744,0.760744832,0.239255168
18051,0.111,"3,730",11.1,168.0406687,1.524722189,-0.524722189
18053,0.149,"9,870",14.9,104.6300529,0.981226093,0.018773907
18055,0.133,"4,280",13.3,72.77303116,1.354431581,-0.354431581
18057,0.068,"22,370",6.8,187.0930512,1.283391319,-0.283391319
18059,0.088,"6,730",8.8,194.6331492,0.713817851,0.286182149
18061,0.11,"4,420",11,154.4465422,1.236869485,-0.236869485
18063,0.074,"12,290",7.4,84.76663455,1.345349479,-0.345349479
18065,0.135,"6,510",13.5,117.3485421,1.493226294,-0.493226294
18067,0.144,"11,850",14.4,133.3401147,1.64017549,-0.64017549
18069,0.119,"4,310",11.9,102.1798891,0.957846933,0.042153067
18071,0.133,"5,870",13.3,44.9137241,1.671092588,-0.671092588
18073,0.11,"3,690",11,181.679394,1.544299518,-0.544299518
18075,0.134,"2,770",13.4,188.2515495,0.96767102,0.03232898
18077,0.143,"4,590",14.3,83.29582016,1.018259108,-0.018259108
18079,0.126,"3,480",12.6,150.4066033,1.153036403,-0.153036403
18081,0.094,"14,630",9.4,126.5326655,0.876825027,0.123174973
18083,0.144,"5,310",14.4,96.16265327,1.763668659,-0.763668659
18085,0.105,"8,270",10.5,121.2201934,1.919164625,-0.919164625
18087,0.087,"3,450",8.7,192.9057857,1.812311137,-0.812311137
18089,0.131,"63,560",13.1,68.86065905,1.85016939,-0.85016939
18091,0.139,"15,240",13.9,169.8723188,0.91640883,0.08359117
18093,0.123,"5,600",12.3,174.9839502,1.400958007,-0.400958007
18095,0.145,"18,820",14.5,130.08517,1.251368828,-0.251368828
18097,0.134,"128,270",13.4,197.2059124,1.779289119,-0.779289119
18099,0.116,"5,400",11.6,62.97135262,0.866322028,0.133677972
18101,0.117,"1,190",11.7,30.85414309,1.593940408,-0.593940408
18103,0.143,"5,100",14.3,116.9073599,1.026057953,-0.026057953
18105,0.133,"19,540",13.3,177.4996053,1.328481303,-0.328481303
18107,0.115,"4,390",11.5,165.9453303,1.138505014,-0.138505014
18109,0.099,"6,950",9.9,103.5126181,1.65358906,-0.65358906
18111,0.124,"1,730",12.4,186.4618099,1.836861756,-0.836861756
18113,0.11,"5,230",11,166.3376778,1.074479122,-0.074479122
18115,0.118,690,11.8,77.9020643,0.812688636,0.187311364
18117,0.163,"3,190",16.3,48.7238496,1.07599995,-0.07599995
18119,0.135,"2,820",13.5,74.10779496,1.240843239,-0.240843239
18121,0.126,"2,130",12.6,195.3316211,0.649969552,0.350030448
18123,0.123,"2,360",12.3,97.39974866,0.768551607,0.231448393
18125,0.109,"1,350",10.9,55.83636107,1.822046477,-0.822046477
18127,0.107,"18,070",10.7,139.1876609,0.694833466,0.305166534
18129,0.097,"2,460",9.7,178.9599212,1.675503433,-0.675503433
18131,0.12,"1,490",12,156.6141387,1.198626588,-0.198626588
18133,0.106,"3,960",10.6,104.0347827,1.452175615,-0.452175615
18135,0.125,"3,090",12.5,152.6782303,1.087513965,-0.087513965
18137,0.117,"3,320",11.7,109.151633,1.236889645,-0.236889645
18139,0.132,"2,200",13.2,59.86711832,1.879552835,-0.879552835
18141,0.132,"35,660",13.2,126.7142444,0.905692964,0.094307036
18143,0.167,"3,960",16.7,146.6156411,1.181110134,-0.181110134
18145,0.12,"5,350",12,138.9928504,0.62862699,0.37137301
18147,0.101,"2,060",10.1,196.3223218,1.758636935,-0.758636935
18149,0.144,"3,300",14.4,105.120721,1.944971647,-0.944971647
18151,0.108,"3,750",10.8,102.408438,1.012778903,-0.012778903
18153,0.131,"2,700",13.1,82.55768137,1.02758954,-0.02758954
18155,0.174,"1,870",17.4,51.47173296,1.44921289,-0.44921289
18157,0.125,"24,180",12.5,66.71111094,1.436326561,-0.436326561
18159,0.107,"1,620",10.7,127.5543937,1.289548602,-0.289548602
18161,0.099,710,9.9,113.0809592,0.666472827,0.333527173
18163,0.14,"25,330",14,149.6425982,1.276757092,-0.276757092
18165,0.145,"2,240",14.5,91.02066564,1.12867085,-0.12867085
18167,0.153,"16,390",15.3,100.2177975,1.63002287,-0.63002287
18169,0.118,"3,670",11.8,116.346563,1.442534405,-0.442534405
18171,0.111,910,11.1,196.9802256,0.666057225,0.333942775
18173,0.084,"5,250",8.4,45.20355052,0.850161687,0.149838313
18175,0.133,"3,730",13.3,50.81873725,1.357327698,-0.357327698
18177,0.146,"9,690",14.6,59.35592257,1.623954746,-0.623954746
18179,0.099,"2,790",9.9,45.48067442,1.574242368,-0.574242368
18181,0.104,"2,510",10.4,76.52237265,1.744283319,-0.744283319
18183,0.104,"3,530",10.4,47.23338728,1.769686158,-0.769686158
19001,0.089,630,8.9,64.78870887,1.66997291,-0.66997291
19003,0.087,320,8.7,45.07332812,2.550054887,-1.550054887
19005,0.076,"1,040",7.6,33.81502119,1.599449425,-0.599449425
19007,0.132,"1,640",13.2,75.68961891,1.901630312,-0.901630312
19009,0.08,440,8,2.970826418,2.100143515,-1.100143515
19011,0.069,"1,770",6.9,46.08492172,2.215352935,-1.215352935
19013,0.098,"12,900",9.8,19.21468685,2.012369396,-1.012369396
19015,0.064,"1,700",6.4,59.31639391,2.317742958,-1.317742958
19017,0.053,"1,340",5.3,8.16270538,2.246536043,-1.246536043
19019,0.065,"1,380",6.5,102.6670701,2.270920583,-1.270920583
19021,0.065,"1,290",6.5,54.25644283,2.28031669,-1.28031669
19023,0.081,"1,170",8.1,36.13717652,2.137238383,-1.137238383
19025,0.076,730,7.6,33.37840448,2.02152928,-1.02152928
19027,0.064,"1,280",6.4,44.1759584,1.780900475,-0.780900475
19029,0.082,"1,070",8.2,23.75930596,2.069714508,-1.069714508
19031,0.06,"1,120",6,51.13179614,2.384927211,-1.384927211
19033,0.083,"3,560",8.3,40.95697343,2.289697927,-1.289697927
19035,0.079,900,7.9,54.74059605,2.414458368,-1.414458368
19037,0.07,840,7,93.38838479,1.664835836,-0.664835836
19039,0.109,"1,020",10.9,1.682803492,2.390276834,-1.390276834
19041,0.088,"1,420",8.8,14.70701312,2.408275723,-1.408275723
19043,0.099,"1,730",9.9,42.27582709,2.109416487,-1.109416487
19045,0.104,"4,840",10.4,17.98939803,2.040482766,-1.040482766
19047,0.103,"1,750",10.3,20.50305428,1.889948811,-0.889948811
19049,0.045,"4,060",4.5,52.70309433,1.631688045,-0.631688045
19051,0.068,610,6.8,21.86615852,1.564003807,-0.564003807
19053,0.102,810,10.2,60.73404813,2.283930638,-1.283930638
19055,0.063,"1,070",6.3,5.896523231,1.77704556,-0.77704556
19057,0.115,"4,520",11.5,30.36973384,2.491936776,-1.491936776
19059,0.073,"1,260",7.3,19.62564585,2.307802846,-1.307802846
19061,0.079,"7,700",7.9,29.94834605,2.481217021,-1.481217021
