FIPS,Percent,Total,%,Distance to Closest (Miles),Normalized,Flip
19063,0.081,760,8.1,30.41666049,2.376572282,-1.376572282
19065,0.093,"1,830",9.3,36.93507184,2.392701282,-1.392701282
19067,0.1,"1,570",10,58.92841324,2.264526208,-1.264526208
19069,0.082,820,8.2,23.6684097,1.615428725,-0.615428725
19071,0.063,430,6.3,65.97239014,2.013021077,-1.013021077
19073,0.086,770,8.6,22.68239666,2.167544017,-1.167544017
19075,0.051,630,5.1,27.26148698,1.892311146,-0.892311146
19077,0.071,760,7.1,16.65484829,2.134968892,-1.134968892
19079,0.065,960,6.5,43.48390661,2.376234404,-1.376234404
19081,0.082,870,8.2,21.65209364,2.144972808,-1.144972808
19083,0.077,"1,310",7.7,51.82948609,1.944007994,-0.944007994
19085,0.073,"1,030",7.3,39.31749543,1.788704886,-0.788704886
19087,0.086,"1,710",8.6,41.36615329,2.515162754,-1.515162754
19089,0.068,620,6.8,24.23384875,2.268361102,-1.268361102
19091,0.093,890,9.3,84.85464356,2.165801627,-1.165801627
19093,0.079,550,7.9,34.91741258,1.969207338,-0.969207338
19095,0.065,"1,050",6.5,68.29078864,2.204148898,-1.204148898
19097,0.085,"1,650",8.5,27.61310854,1.91167618,-0.91167618
19099,0.08,"2,960",8,26.26047413,1.763460869,-0.763460869
19101,0.099,"1,790",9.9,53.57495031,2.004169165,-1.004169165
19103,0.076,"11,510",7.6,22.63826084,2.190378441,-1.190378441
19105,0.078,"1,610",7.8,58.1921189,1.844560256,-0.844560256
19107,0.096,970,9.6,0.671277268,2.416613064,-1.416613064
19109,0.086,"1,290",8.6,35.48269735,1.687098292,-0.687098292
19111,0.099,"3,340",9.9,52.69068613,2.136043912,-1.136043912
19113,0.075,"16,980",7.5,39.99693046,1.880877185,-0.880877185
19115,0.068,760,6.8,40.46230974,1.676239171,-0.676239171
19117,0.101,870,10.1,78.51026984,2.539558401,-1.539558401
19119,0.039,460,3.9,66.91086194,1.767303736,-0.767303736
19121,0.061,990,6.1,83.73227424,1.81276631,-0.81276631
19123,0.093,"2,090",9.3,32.47567949,1.789451686,-0.789451686
19125,0.073,"2,410",7.3,82.82861358,2.033672145,-1.033672145
19127,0.085,"3,390",8.5,4.544059779,1.713121964,-0.713121964
19129,0.065,970,6.5,64.60670618,2.494272124,-1.494272124
19131,0.059,620,5.9,13.59184009,2.077073542,-1.077073542
19133,0.098,850,9.8,46.16297577,1.696546554,-0.696546554
19135,0.093,720,9.3,73.47885142,1.686545368,-0.686545368
19137,0.09,910,9,27.6409487,1.969602407,-0.969602407
19139,0.072,"3,100",7.2,32.81720952,2.408482674,-1.408482674
19141,0.077,"1,060",7.7,50.52675109,2.509220914,-1.509220914
19143,0.073,440,7.3,31.04404031,1.586969502,-0.586969502
19145,0.092,"1,390",9.2,33.92484523,2.378858678,-1.378858678
19147,0.069,610,6.9,32.91165102,2.323261927,-1.323261927
19149,0.06,"1,500",6,34.68969513,2.258600929,-1.258600929
19151,0.078,520,7.8,27.57041622,1.895643364,-0.895643364
19153,0.08,"38,870",8,37.99815374,1.810543492,-0.810543492
19155,0.086,"8,010",8.6,33.56154433,1.93785992,-0.93785992
19157,0.084,"1,540",8.4,24.12466017,1.560999725,-0.560999725
19159,0.079,390,7.9,36.4298489,2.149372775,-1.149372775
19161,0.067,650,6.7,34.33347948,2.018707712,-1.018707712
19163,0.087,"15,060",8.7,30.95333844,1.917036566,-0.917036566
19165,0.068,790,6.8,31.13455156,2.437166915,-1.437166915
19167,0.038,"1,320",3.8,24.55134306,2.019173126,-1.019173126
19169,0.073,"7,140",7.3,43.58702594,2.070744637,-1.070744637
19171,0.082,"1,400",8.2,1.66800355,1.569329297,-0.569329297
19173,0.061,380,6.1,53.43736022,1.662389586,-0.662389586
19175,0.098,"1,210",9.8,37.03841457,1.672917306,-0.672917306
19177,0.094,670,9.4,63.68628846,1.725758451,-0.725758451
19179,0.111,"3,880",11.1,46.56902219,1.774607858,-0.774607858
19181,0.057,"2,910",5.7,54.16825748,1.88321182,-0.88321182
19183,0.07,"1,540",7,42.13506759,1.576670825,-0.576670825
19185,0.096,620,9.6,26.41571806,2.147496202,-1.147496202
19187,0.101,"3,690",10.1,24.62650929,2.478653193,-1.478653193
19189,0.076,800,7.6,38.37040178,2.519860498,-1.519860498
19191,0.071,"1,430",7.1,113.1411971,2.195721813,-1.195721813
19193,0.083,"8,500",8.3,134.4816996,2.486947537,-1.486947537
19195,0.067,500,6.7,178.9946058,2.255466995,-1.255466995
19197,0.085,"1,070",8.5,51.55563678,0.659672762,0.340327238
20001,0.133,"1,660",13.3,97.55677656,0.759434762,0.240565238
20003,0.117,920,11.7,164.3347906,1.189405674,-0.189405674
20005,0.122,"1,970",12.2,118.1447076,1.313066781,-0.313066781
20007,0.136,610,13.6,71.23405099,1.495360608,-0.495360608
20009,0.115,"3,020",11.5,116.6285461,0.59758234,0.40241766
20011,0.128,"1,860",12.8,40.37007202,1.30676799,-0.30676799
20013,0.124,"1,190",12.4,169.2295014,0.924047761,0.075952239
20015,0.105,"7,050",10.5,196.935585,0.990036296,0.009963704
20017,0.093,240,9.3,40.04379607,0.67028861,0.32971139
20019,0.16,530,16,105.3026856,0.382364019,0.617635981
20021,0.134,"2,690",13.4,145.2068325,2.414725919,-1.414725919
20023,0.096,250,9.6,173.1270514,1.619623755,-0.619623755
20025,0.101,200,10.1,56.55504241,1.364817589,-0.364817589
20027,0.102,820,10.2,33.77470552,1.483089524,-0.483089524
20029,0.104,920,10.4,140.9245631,0.825318176,0.174681824
20031,0.115,950,11.5,174.7265324,1.468085638,-0.468085638
20033,0.106,190,10.6,186.8113705,0.830652831,0.169347169
20035,0.127,"4,470",12.7,172.2972378,0.486257573,0.513742427
20037,0.143,"5,560",14.3,64.04517521,2.12343093,-1.12343093
20039,0.133,380,13.3,70.46394697,1.235930999,-0.235930999
20041,0.106,"1,970",10.6,161.1820777,1.263974351,-0.263974351
20043,0.115,880,11.5,62.42976074,0.974183027,0.025816973
20045,0.115,"13,900",11.5,161.1730985,1.545498638,-0.545498638
20047,0.081,230,8.1,57.6268523,0.72499133,0.27500867
20049,0.135,340,13.5,173.6706555,1.70310303,-0.70310303
20051,0.098,"2,820",9.8,92.41028549,1.411164608,-0.411164608
20053,0.088,540,8.8,107.7099684,1.932073779,-0.932073779
20055,0.08,"2,920",8,168.995772,1.674513558,-0.674513558
20057,0.074,"2,480",7.4,89.72680627,0.869860547,0.130139453
20059,0.111,"2,860",11.1,130.0035777,1.201678111,-0.201678111
20061,0.133,"4,430",13.3,57.2902261,1.978968978,-0.978968978
20063,0.097,260,9.7,144.1227261,1.912178535,-0.912178535
20065,0.106,260,10.6,152.5194221,2.043509185,-1.043509185
20067,0.076,560,7.6,80.27828715,1.824200965,-0.824200965
20069,0.047,290,4.7,134.816267,2.254916982,-1.254916982
20071,0.096,110,9.6,143.0048034,0.816330516,0.183669484
20073,0.123,740,12.3,83.25272525,2.205456513,-1.205456513
20075,0.063,160,6.3,83.59518867,1.147303939,-0.147303939
20077,0.125,690,12.5,124.5149505,1.108204419,-0.108204419
20079,0.103,"3,550",10.3,22.18877139,1.925792535,-0.925792535
20081,0.067,270,6.7,101.4752526,1.719771435,-0.719771435
20083,0.09,170,9,75.79365539,1.195131707,-0.195131707
20085,0.11,"1,460",11,105.0802112,1.097062137,-0.097062137
20087,0.082,"1,560",8.2,56.0383233,1.663619926,-0.663619926
20089,0.119,340,11.9,25.34758998,0.939071642,0.060928358
20091,0.072,"42,860",7.2,51.63368726,2.080882569,-1.080882569
20093,0.105,410,10.5,56.35120815,1.203714681,-0.203714681
20095,0.092,660,9.2,51.81796575,1.502788993,-0.502788993
20097,0.09,220,9,38.22098012,0.466281621,0.533718379
20099,0.138,"2,750",13.8,28.70145529,1.913176559,-0.913176559
20101,0.105,160,10.5,24.45208219,1.058876574,-0.058876574
20103,0.093,"7,540",9.3,23.24392932,1.486013934,-0.486013934
20105,0.099,300,9.9,1.352487669,0.7147752,0.2852248
20107,0.136,"1,320",13.6,46.04676796,2.142082191,-1.142082191
20109,0.105,290,10.5,41.90809764,0.95273889,0.04726111
20111,0.104,"3,450",10.4,56.54090829,1.226805256,-0.226805256
20113,0.089,"2,550",8.9,48.91862164,1.103035413,-0.103035413
20115,0.093,"1,100",9.3,40.34369566,1.394909523,-0.394909523
20117,0.085,830,8.5,64.29901976,1.768104954,-0.768104954
20119,0.075,310,7.5,53.81880626,0.831939265,0.168060735
20121,0.087,"2,940",8.7,29.89549383,1.566205592,-0.566205592
20123,0.108,650,10.8,22.92102112,0.560081182,0.439918818
20125,0.15,"4,820",15,30.79943054,1.09929404,-0.09929404
20127,0.101,560,10.1,73.88127795,2.157723074,-1.157723074
20129,0.12,320,12,55.02466142,1.335178414,-0.335178414
20131,0.088,890,8.8,47.75788066,0.56519834,0.43480166
20133,0.139,"2,220",13.9,48.81216752,1.775646625,-0.775646625
20135,0.092,260,9.2,49.42541674,2.001660169,-1.001660169
20137,0.085,460,8.5,77.75777257,0.948327213,0.051672787
20139,0.117,"1,850",11.7,25.60898787,1.669365877,-0.669365877
20141,0.11,380,11,34.56707163,1.395520002,-0.395520002
20143,0.096,560,9.6,38.89374769,1.564880006,-0.564880006
20145,0.113,740,11.3,68.27133292,1.88440435,-0.88440435
20147,0.114,600,11.4,44.30121163,1.249079697,-0.249079697
20149,0.08,"1,950",8,16.73574795,1.369551966,-0.369551966
20151,0.093,860,9.3,34.21624233,2.26267428,-1.26267428
20153,0.102,250,10.2,72.3617559,1.24753357,-0.24753357
20155,0.113,"7,040",11.3,55.68085669,1.575312126,-0.575312126
20157,0.089,410,8.9,41.5632822,1.342404249,-0.342404249
20159,0.11,"1,050",11,55.30856734,1.281096839,-0.281096839
20161,0.127,"9,380",12.7,37.79119382,1.788281524,-0.788281524
20163,0.09,450,9,49.31465977,1.634037587,-0.634037587
20165,0.098,290,9.8,6.399552371,1.57769579,-0.57769579
20167,0.11,760,11,42.3638842,1.31283482,-0.31283482
20169,0.113,"6,170",11.3,53.00025346,2.024642219,-1.024642219
20171,0.076,370,7.6,34.97534954,1.052727347,-0.052727347
20173,0.129,"66,610",12.9,58.22108482,1.898009934,-0.898009934
20175,0.08,"1,760",8,55.44852256,1.072346939,-0.072346939
20177,0.105,"18,610",10.5,26.70037081,2.040112116,-1.040112116
20179,0.07,180,7,26.6473073,2.344129615,-1.344129615
20181,0.082,480,8.2,50.9220385,1.771516561,-0.771516561
20183,0.095,340,9.5,71.68149134,1.414432004,-0.414432004
20185,0.096,400,9.6,37.12079676,2.172264189,-1.172264189
20187,0.1,200,10,6.934280227,2.024185397,-1.024185397
20189,0.096,530,9.6,24.32896486,0.994433067,0.005566933
20191,0.132,"3,030",13.2,44.57816137,2.184422578,-1.184422578
20193,0.081,630,8.1,49.04196707,1.832688892,-0.832688892
20195,0.082,230,8.2,93.79892299,1.103335437,-0.103335437
20197,0.084,580,8.4,53.58614218,2.295238452,-1.295238452
20199,0.115,180,11.5,16.84694406,1.473842557,-0.473842557
20201,0.088,480,8.8,77.66816444,2.136977348,-1.136977348
20203,0.079,170,7.9,52.8050249,0.643315561,0.356684439
20205,0.14,"1,210",14,73.73964169,0.727826883,0.272173117
20207,0.131,410,13.1,42.42772571,1.014499148,-0.014499148
20209,0.129,"21,330",12.9,53.95864608,0.521579578,0.478420422
21001,0.152,"2,950",15.2,68.67641641,0.251387014,0.748612986
21003,0.137,"2,880",13.7,57.61791086,0.796475481,0.203524519
21005,0.131,"2,960",13.1,2.122299034,0.62953125,0.37046875
21007,0.134,"1,060",13.4,84.27900877,0.354320837,0.645679163
21009,0.178,"7,860",17.8,55.77059005,0.82261579,0.17738421
21011,0.186,"2,310",18.6,31.55335404,0.341393703,0.658606297
21013,0.219,"5,790",21.9,71.26787929,1.112214714,-0.112214714
21015,0.079,"10,440",7.9,29.92582632,0.843328107,0.156671893
21017,0.126,"2,510",12.6,67.26151424,0.962424316,0.037575684
21019,0.16,"7,590",16,41.27652272,0.683423969,0.316576031
21021,0.134,"4,040",13.4,85.79241187,1.008576867,-0.008576867
21023,0.144,"1,200",14.4,41.35149553,0.631590708,0.368409292
21025,0.245,"3,140",24.5,44.11933373,0.551575642,0.448424358
21027,0.147,"2,980",14.7,45.71574627,0.681262155,0.318737845
21029,0.104,"8,410",10.4,33.82438533,0.347455127,0.652544873
21031,0.148,"1,890",14.8,51.06203945,0.440267818,0.559732182
21033,0.155,"1,970",15.5,10.33172083,0.434091562,0.565908438
21035,0.143,"5,580",14.3,67.55863018,1.102717093,-0.102717093
21037,0.107,"10,010",10.7,53.03005889,0.589685375,0.410314625
21039,0.123,580,12.3,95.73156085,0.968175831,0.031824169
21041,0.161,"1,730",16.1,64.71864522,0.917528506,0.082471494
21043,0.184,"4,970",18.4,51.34434968,0.594135937,0.405864063
21045,0.173,"2,760",17.3,95.59946735,0.305801574,0.694198426
21047,0.154,"11,010",15.4,84.4515799,0.760466262,0.239533738
21049,0.139,"5,040",13.9,46.76162767,0.484433933,0.515566067
21051,0.235,"4,720",23.5,51.81128789,0.457137698,0.542862302
21053,0.159,"1,620",15.9,55.85807335,0.53579378,0.46420622
21055,0.133,"1,190",13.3,63.40161636,0.438140623,0.561859377
21057,0.147,980,14.7,36.26692903,0.534100344,0.465899656
21059,0.13,"13,120",13,70.59106812,0.379282412,0.620717588
21061,0.158,"1,920",15.8,15.71562214,0.847485815,0.152514185
21063,0.208,"1,550",20.8,74.21078571,0.662949021,0.337050979
21065,0.202,"2,870",20.2,52.028966,0.794812446,0.205187554
21067,0.114,"36,600",11.4,56.64700383,0.901609819,0.098390181
21069,0.163,"2,370",16.3,60.73681805,0.686496327,0.313503673
21071,0.208,"7,470",20.8,28.80641779,0.879813827,0.120186173
21073,0.124,"6,300",12.4,17.95645914,0.481071335,0.518928665
21075,0.171,"1,040",17.1,42.43239081,1.030809879,-0.030809879
21077,0.124,"1,090",12.4,76.66370198,0.662096832,0.337903168
21079,0.114,"2,000",11.4,49.44145945,1.009547316,-0.009547316
21081,0.127,"3,180",12.7,71.90239012,0.545249034,0.454750966
21083,0.144,"5,350",14.4,20.13441588,0.451553507,0.548446493
21085,0.176,"4,640",17.6,50.51379036,0.501754729,0.498245271
21087,0.173,"1,910",17.3,43.17759467,1.003323675,-0.003323675
21089,0.151,"5,350",15.1,40.60873673,0.565994666,0.434005334
21091,0.123,"1,070",12.3,26.8999586,0.564950561,0.435049439
21093,0.119,"13,010",11.9,38.65111989,0.431268737,0.568731263
21095,0.254,"6,680",25.4,41.07644488,0.927393641,0.072606359
21097,0.138,"2,580",13.8,44.45824101,0.454245068,0.545754932
21099,0.161,"3,030",16.1,92.07477864,0.590744154,0.409255846
21101,0.151,"6,860",15.1,82.44866556,0.902831457,0.097168543
21103,0.141,"2,260",14.1,70.88816121,0.553721958,0.446278042
21105,0.144,640,14.4,81.21988736,0.433637549,0.566362451
21107,0.157,"7,050",15.7,42.72045945,0.568361072,0.431638928
21109,0.219,"2,920",21.9,72.51003464,0.754242263,0.245757737
21111,0.115,"88,230",11.5,42.64484072,0.743172983,0.256827017
21113,0.113,"6,050",11.3,30.1366171,0.785598093,0.214401907
21115,0.184,"4,120",18.4,22.93799483,1.103154248,-0.103154248
21117,0.108,"18,010",10.8,32.42750725,0.61720812,0.38279188
21119,0.222,"3,340",22.2,53.65530067,0.386828273,0.613171727
21121,0.206,"6,450",20.6,22.64214539,0.553556123,0.446443877
21123,0.141,"2,010",14.1,26.37960363,0.462403533,0.537596467
21125,0.164,"9,970",16.4,9.764780475,0.862463974,0.137536026
21127,0.185,"2,890",18.5,46.82846271,0.633650585,0.366349415
21129,0.218,"1,550",21.8,61.70602543,0.486229069,0.513770931
21131,0.229,"2,310",22.9,65.56156324,0.541097466,0.458902534
21133,0.226,"4,950",22.6,26.33219948,0.968749662,0.031250338
21135,0.196,"2,610",19.6,32.47934831,0.609266812,0.390733188
21137,0.154,"3,780",15.4,37.95420978,0.553915505,0.446084495
21139,0.14,"1,290",14,37.05682454,0.226842901,0.773157099
21141,0.132,"3,580",13.2,36.82317352,0.454172043,0.545827957
21143,0.136,"1,120",13.6,44.92530212,0.607005543,0.392994457
21145,0.129,"8,450",12.9,51.19350599,0.358550428,0.641449572
21147,0.202,"3,500",20.2,49.49244743,0.475651068,0.524348932
21149,0.125,"1,150",12.5,76.29671601,0.676971192,0.323028808
21151,0.135,"12,420",13.5,107.4260306,0.715663764,0.284336236
21153,0.251,"3,100",25.1,60.55956412,0.628198954,0.371801046
21155,0.162,"3,120",16.2,21.8662559,0.485515894,0.514484106
21157,0.11,"3,430",11,27.86358821,0.767515123,0.232484877
21159,0.188,"2,150",18.8,118.3885452,0.976900859,0.023099141
21161,0.147,"2,510",14.7,94.39453233,0.630809825,0.369190175
21163,0.123,"3,480",12.3,23.91934204,0.757149559,0.242850441
21165,0.175,"1,130",17.5,192.6226902,0.745036745,0.254963255
21167,0.128,"2,770",12.8,64.65262143,0.42136449,0.57863551
21169,0.168,"1,690",16.8,31.60479697,0.345741226,0.654258774
21171,0.168,"1,780",16.8,166.3659774,0.781091955,0.218908045
21173,0.158,"4,440",15.8,91.48442838,0.769939803,0.230060197
21175,0.168,"2,230",16.8,149.0464968,0.362166239,0.637833761
21177,0.149,"4,580",14.9,185.0211469,0.663741949,0.336258051
21179,0.1,"4,610",10,166.8759561,0.885756005,0.114243995
21181,0.173,"1,240",17.3,95.93617667,0.440276314,0.559723686
21183,0.135,"3,250",13.5,180.1622197,0.844907514,0.155092486
21185,0.054,"3,620",5.4,177.2954237,0.966600955,0.033399045
21187,0.136,"1,480",13.6,121.3094702,0.574842218,0.425157782
21189,0.217,960,21.7,72.22586856,1.01566505,-0.01566505
21191,0.138,"2,010",13.8,148.3506188,0.550956883,0.449043117
21193,0.181,"4,750",18.1,198.1122834,0.65310554,0.34689446
21195,0.192,"11,260",19.2,154.2505941,0.712253926,0.287746074
21197,0.173,"2,120",17.3,61.95909788,0.486582968,0.513417032
21199,0.167,"10,790",16.7,184.1442708,0.949105892,0.050894108
21201,0.167,360,16.7,132.015217,0.556558156,0.443441844
21203,0.164,"2,760",16.4,36.99508708,0.85235349,0.14764651
21205,0.174,"4,260",17.4,123.208193,0.51361458,0.48638542
21207,0.166,"2,960",16.6,199.4586495,0.885639072,0.114360928
21209,0.1,"5,620",10,92.04074013,0.823389051,0.176610949
21211,0.091,"4,380",9.1,123.5473335,0.193822337,0.806177663
21213,0.121,"2,210",12.1,121.9250287,0.750303596,0.249696404
21215,0.086,"1,620",8.6,100.0141193,0.57066216,0.42933784
21217,0.149,"3,810",14.9,139.7847997,0.241998778,0.758001222
21219,0.141,"1,740",14.1,144.2387642,0.36366131,0.63633869
21221,0.14,"2,040",14,91.31065732,0.924498071,0.075501929
21223,0.147,"1,250",14.7,152.3289063,0.594672273,0.405327727
21225,0.144,"2,100",14.4,160.0804567,0.290604767,0.709395233
21227,0.129,"16,830",12.9,175.9977435,0.697626508,0.302373492
21229,0.125,"1,510",12.5,162.0889756,0.423254746,0.576745254
21231,0.161,"3,300",16.1,43.94967483,0.516214703,0.483785297
21233,0.168,"2,180",16.8,178.6322162,0.341612953,0.658387047
21235,0.172,"6,220",17.2,47.52700598,0.693050232,0.306949768
21237,0.259,"1,860",25.9,74.53926619,0.811162615,0.188837385
21239,0.099,"2,620",9.9,160.7165342,0.336531553,0.663468447
22001,0.173,"10,790",17.3,83.55394376,0.238223872,0.761776128
22003,0.147,"3,760",14.7,116.8200285,0.100892656,0.899107344
22005,0.095,"11,880",9.5,36.38627881,0.19498756,0.80501244
22007,0.164,"3,640",16.4,128.4789111,0.1463639,0.8536361
22009,0.182,"7,350",18.2,110.476489,0.338342768,0.661657232
22011,0.136,"5,100",13.6,61.23335643,0.203172229,0.796827771
22013,0.192,"2,570",19.2,188.1543559,0.099290141,0.900709859
22015,0.131,"16,680",13.1,143.6986917,0.065404228,0.934595772
22017,0.16,"39,040",16,62.34515922,0.447184831,0.552815169
22019,0.142,"28,770",14.2,74.11486233,0.143078937,0.856921063
22021,0.161,"1,600",16.1,74.3160934,0.528492141,0.471507859
22023,0.102,710,10.2,151.4558802,0.222210746,0.777789254
22025,0.162,"1,550",16.2,48.49637922,0.26063947,0.73936053
22027,0.192,"3,050",19.2,88.24491155,0.244750969,0.755249031
22029,0.179,"3,490",17.9,195.4865989,0.120559349,0.879440651
22031,0.155,"4,260",15.5,57.39191467,0.020917237,0.979082763
22033,0.129,"57,100",12.9,122.1723338,0.24951565,0.75048435
22035,0.259,"1,800",25.9,119.0315164,0.125771926,0.874228074
22037,0.114,"2,190",11.4,72.49042144,0.184906218,0.815093782
22039,0.208,"6,960",20.8,121.651524,0.170161438,0.829838562
22041,0.18,"3,620",18,157.4374139,0.114938066,0.885061934
22043,0.137,"3,060",13.7,91.39380123,0.279402668,0.720597332
22045,0.166,"11,770",16.6,108.2068444,0.109407363,0.890592637
22047,0.142,"4,620",14.2,155.8288965,0.15928994,0.84071006
22049,0.16,"2,530",16,120.3629919,0.073444464,0.926555536
22051,0.139,"60,310",13.9,114.8154673,0.360465425,0.639534575
22053,0.155,"4,860",15.5,122.3700877,0.309155622,0.690844378
22055,0.129,"31,330",12.9,111.0715419,0.149078909,0.850921091
22057,0.141,"13,810",14.1,186.8313163,0.161927487,0.838072513
22059,0.124,"1,850",12.4,157.4955579,0.175797894,0.824202106
22061,0.166,"7,840",16.6,140.9344752,0.09817959,0.90182041
22063,0.109,"15,390",10.9,95.12271614,0.24158266,0.75841734
22065,0.206,"2,290",20.6,90.41926669,0.127393964,0.872606036
22067,0.176,"4,440",17.6,106.2121658,0.243413257,0.756586743
22069,0.165,"6,360",16.5,82.17282599,0.085902485,0.914097515
22071,0.173,"67,740",17.3,119.5216618,0.026538654,0.973461346
22073,0.157,"24,270",15.7,124.7977209,0.244804811,0.755195189
22075,0.138,"3,210",13.8,100.7800287,0.176033968,0.823966032
22077,0.168,"3,670",16.8,136.7077805,0.031383092,0.968616908
22079,0.144,"18,720",14.4,55.11035424,0.161589626,0.838410374
22081,0.168,"1,430",16.8,88.76498209,0.089581202,0.910418798
22083,0.179,"3,620",17.9,85.85612871,0.297008479,0.702991521
22085,0.155,"3,720",15.5,108.1281973,0.195308563,0.804691437
22087,0.174,"8,130",17.4,98.66829138,0.04866965,0.95133035
22089,0.105,"5,560",10.5,180.7594856,0.157297859,0.842702141
22091,0.175,"1,790",17.5,122.6551366,0.171278746,0.828721254
22093,0.119,"2,530",11.9,107.3446307,0.099753497,0.900246503
22095,0.124,"5,360",12.4,96.62801985,0.264640263,0.735359737
22097,0.158,"13,040",15.8,122.7326507,0.198024578,0.801975422
22099,0.135,"7,220",13.5,186.8025308,0.286157159,0.713842841
22101,0.166,"8,310",16.6,191.9026077,0.170447574,0.829552426
22103,0.116,"29,910",11.6,61.25456394,0.200732207,0.799267793
22105,0.163,"21,790",16.3,144.837017,0.272522631,0.727477369
22107,0.18,800,18,67.38246856,0.272802186,0.727197814
22109,0.15,"16,690",15,91.28917349,0.140462735,0.859537265
22111,0.146,"3,250",14.6,81.25437098,0.432124618,0.567875382
22113,0.146,"8,740",14.6,137.696307,0.220644811,0.779355189
22115,0.156,"7,710",15.6,70.15065297,0.312521028,0.687478972
22117,0.177,"8,210",17.7,175.0288042,0.158474435,0.841525565
22119,0.176,"6,830",17.6,80.15890636,0.070567607,0.929432393
22121,0.117,"3,090",11.7,70.56488854,0.19737478,0.80262522
22123,0.16,"1,750",16,125.0233522,0.173115368,0.826884632
22125,0.093,"1,440",9.3,109.8251581,0.23645457,0.76354543
22127,0.149,"2,120",14.9,47.34464283,3.159760566,-2.159760566
23001,0.12,"12,920",12,163.4097807,4.100664539,-3.100664539
23003,0.135,"9,140",13.5,51.71362439,3.041262409,-2.041262409
23005,0.092,"27,140",9.2,79.66653999,3.37193198,-2.37193198
23007,0.112,"3,360",11.2,107.1961409,3.558797183,-2.558797183
23009,0.105,"5,740",10.5,148.0262784,3.289475089,-2.289475089
23011,0.116,"14,170",11.6,110.5621156,3.296239518,-2.296239518
23013,0.099,"3,960",9.9,102.0989956,3.222054371,-2.222054371
23015,0.107,"3,690",10.7,80.63539532,3.190597626,-2.190597626
23017,0.127,"7,330",12.7,152.6058279,3.727830782,-2.727830782
23019,0.122,"18,570",12.2,84.68811498,3.77200432,-2.77200432
23021,0.152,"2,560",15.2,183.9611224,3.147922601,-2.147922601
23023,0.095,"3,410",9.5,81.02238936,3.592868522,-2.592868522
23025,0.155,"7,820",15.5,65.19644235,3.402995295,-2.402995295
23027,0.112,"4,450",11.2,96.12367981,3.773329252,-2.773329252
23029,0.15,"4,700",15,78.09228213,2.890323949,-1.890323949
23031,0.095,"19,670",9.5,139.9892612,1.300785911,-0.300785911
24001,0.156,"11,040",15.6,95.89898355,0.951623483,0.048376517
24003,0.083,"47,920",8.3,76.46507464,1.108961459,-0.108961459
24005,0.103,"85,270",10.3,112.4690543,0.791517118,0.208482882
24009,0.072,"6,590",7.2,100.820741,0.90500568,0.09499432
24011,0.122,"4,050",12.2,168.872721,1.160165319,-0.160165319
24013,0.085,"14,310",8.5,197.2237235,1.143617346,-0.143617346
24015,0.111,"11,470",11.1,43.35565928,0.80202343,0.19797657
24017,0.072,"11,570",7.2,69.7246202,0.76108103,0.23891897
24019,0.14,"4,490",14,129.351839,1.153762625,-0.153762625
24021,0.089,"22,780",8.9,101.3022235,1.228292797,-0.228292797
24023,0.132,"3,840",13.2,84.77271169,1.138408755,-0.138408755
24025,0.089,"22,480",8.9,182.0636847,1.049166256,-0.049166256
24027,0.073,"23,390",7.3,75.14269114,1.032596022,-0.032596022
24029,0.12,"2,340",12,198.2568552,1.027524684,-0.027524684
24031,0.083,"87,190",8.3,119.1648042,0.901696092,0.098303908
24033,0.081,"74,130",8.1,84.39290858,0.96777741,0.03222259
24035,0.089,"4,440",8.9,128.8141683,0.709860244,0.290139756
24037,0.096,"10,830",9.6,185.067973,0.6482134,0.3517866
24039,0.148,"3,810",14.8,96.37049959,0.864305322,0.135694678
24041,0.108,"4,020",10.8,78.79291432,1.233248077,-0.233248077
24043,0.132,"19,850",13.2,91.72689307,0.743766992,0.256233008
24045,0.132,"13,680",13.2,58.78704658,0.712515079,0.287484921
24047,0.137,"7,130",13.7,154.4851596,1.055113774,-0.055113774
24510,0.155,"93,350",15.5,163.7630202,2.468794644,-1.468794644
25001,0.086,"18,410",8.6,69.60666854,2.259483412,-1.259483412
25003,0.103,"12,950",10.3,73.82821293,2.352437412,-1.352437412
25005,0.11,"61,940",11,105.2877292,2.321798574,-1.321798574
25007,0.082,"1,430",8.2,84.78709929,2.623246815,-1.623246815
25009,0.094,"73,630",9.4,131.4655453,2.389613597,-1.389613597
25011,0.099,"7,010",9.9,96.86968389,2.245322321,-1.245322321
25013,0.122,"57,150",12.2,76.67483447,2.305605588,-1.305605588
25015,0.081,"13,090",8.1,70.08850164,2.50759953,-1.50759953
25017,0.072,"116,020",7.2,182.5292713,2.39785278,-1.39785278
25019,0.078,870,7.8,74.38862057,2.440739453,-1.440739453
25021,0.07,"49,120",7,125.1716771,2.442820308,-1.442820308
25023,0.075,"39,020",7.5,157.0548571,2.509387238,-1.509387238
25025,0.122,"97,820",12.2,28.7522462,2.399228086,-1.399228086
25027,0.091,"75,560",9.1,95.21053948,3.056287437,-2.056287437
26001,0.163,"1,690",16.3,119.8245246,3.536251282,-2.536251282
26003,0.142,"1,290",14.2,57.72834772,2.225753594,-1.225753594
26005,0.096,"11,260",9.6,79.42978581,3.170176914,-2.170176914
26007,0.145,"4,110",14.5,188.3078526,3.077808698,-2.077808698
26009,0.126,"2,940",12.6,188.3300564,2.829072195,-1.829072195
