FIPS,Percent,Total,%,Distance to Closest (Miles),Normalized,Normalized%,,,28.7,2.6
12095,0.128,"175,830",12.8,40.68868488,0.185472928,0.390804598,,,,
12097,0.138,"50,030",13.8,22.95043436,0.242732945,0.429118774,,,,
12099,0.106,"157,710",10.6,61.3881432,0.117812671,0.30651341,,,,
12101,0.123,"66,430",12.3,120.3846829,0.09661576,0.37164751,,,,
12103,0.122,"118,890",12.2,199.5332699,0.214005071,0.367816092,,,,
12105,0.133,"93,610",13.3,168.1011741,0.250455605,0.409961686,,,,
12107,0.162,"11,930",16.2,170.6500247,0.172423162,0.521072797,,,,
12109,0.085,"21,830",8.5,134.0022998,0.039069218,0.22605364,,,,
12111,0.117,"37,400",11.7,161.7148027,0.339416129,0.348659004,,,,
12113,0.106,"18,980",10.6,122.1960327,0.057141802,0.30651341,,,,
12115,0.108,"46,190",10.8,153.7636564,0.0795211,0.314176245,,,,
12117,0.099,"46,120",9.9,186.5304785,0.202309908,0.279693487,,,,
12119,0.114,"14,800",11.4,144.5700073,0.225658424,0.337164751,,,,
12121,0.128,"5,650",12.8,181.5728164,0.245211666,0.390804598,,,,
12123,0.153,"3,330",15.3,127.2797809,0.214034786,0.486590038,,,,
12125,0.123,"1,880",12.3,172.948283,0.188860333,0.37164751,,,,
12127,0.129,"70,350",12.9,172.7150539,0.081061915,0.394636015,,,,
12129,0.082,"2,700",8.2,128.8167953,0.553923248,0.214559387,,,,
12131,0.118,"8,410",11.8,129.3901548,0.403557171,0.352490421,,,,
12133,0.162,"4,070",16.2,161.8508154,0.379052972,0.521072797,,,,
13001,0.142,"2,620",14.2,187.5378825,0.20558808,0.444444444,,,,
13003,0.149,"1,230",14.9,188.4554761,0.35516049,0.471264368,,,,
13005,0.162,"1,800",16.2,144.3279391,0.31941428,0.521072797,,,,
13007,0.147,450,14.7,138.7146646,0.126432908,0.463601533,,,,
13009,0.144,"6,470",14.4,165.635485,0.121611512,0.45210728,,,,
13011,0.127,"2,390",12.7,188.8436089,0.08620694,0.38697318,,,,
13013,0.101,"8,210",10.1,178.2945775,0.219949216,0.287356322,,,,
13015,0.118,"12,550",11.8,151.1449152,0.32808205,0.352490421,,,,
13017,0.172,"2,900",17.2,158.4212017,0.160587055,0.559386973,,,,
13019,0.163,"3,120",16.3,168.360147,0.034738104,0.524904215,,,,
13021,0.161,"24,670",16.1,145.8392523,0.142841566,0.517241379,,,,
13023,0.142,"1,830",14.2,173.632814,0.302496561,0.444444444,,,,
13025,0.146,"2,760",14.6,149.6807118,0.084682918,0.459770115,,,,
13027,0.14,"2,170",14,154.3909012,0.115492443,0.436781609,,,,
13029,0.098,"3,770",9.8,152.309573,0.231604094,0.275862069,,,,
13031,0.135,"10,530",13.5,196.2578211,0.132471524,0.417624521,,,,
13033,0.124,"2,810",12.4,142.9556778,0.198552485,0.375478927,,,,
13035,0.146,"3,560",14.6,191.597683,0.356494504,0.459770115,,,,
13037,0.141,890,14.1,193.5559058,0.201813379,0.440613027,,,,
13039,0.116,"6,280",11.6,175.4476899,0.320552037,0.344827586,,,,
13043,0.164,"1,770",16.4,183.3378788,0.167494469,0.528735632,,,,
13045,0.125,"14,890",12.5,173.3541406,0.063952315,0.379310345,,,,
13047,0.107,"7,180",10.7,162.6634651,0.191260401,0.310344828,,,,
13049,0.149,"1,940",14.9,130.2288779,0.030280585,0.471264368,,,,
13051,0.125,"36,110",12.5,153.8656874,0.069799126,0.379310345,,,,
13053,0.157,"1,650",15.7,139.1715445,0.20122947,0.501915709,,,,
13055,0.17,"4,210",17,181.2018989,0.199120758,0.551724138,,,,
13057,0.08,"20,340",8,125.9746923,0.016918639,0.206896552,,,,
13059,0.15,"19,010",15,133.5184547,0.316996983,0.475095785,,,,
13061,0.205,600,20.5,133.4356131,0.054312931,0.685823755,,,,
13063,0.124,"35,650",12.4,170.1329204,0.173529752,0.375478927,,,,
13065,0.161,"1,070",16.1,132.1630063,0.096808611,0.517241379,,,,
13067,0.081,"61,370",8.1,152.0484384,0.285285496,0.210727969,,,,
13069,0.142,"6,100",14.2,119.7866018,0.191916405,0.444444444,,,,
13071,0.146,"6,630",14.6,184.8605372,0.063946731,0.459770115,,,,
13073,0.074,"11,400",7.4,198.0139476,0.124871752,0.183908046,,,,
13075,0.138,"2,380",13.8,134.2790498,0.128362636,0.429118774,,,,
13077,0.091,"13,280",9.1,76.88740883,0.123091808,0.249042146,,,,
13079,0.134,"1,640",13.4,165.1808951,0.308174456,0.413793103,,,,
13081,0.191,"4,310",19.1,166.2442451,0.093766214,0.632183908,,,,
13083,0.121,"1,950",12.1,97.59637822,0.265101204,0.363984674,,,,
13085,0.096,"2,430",9.6,194.8539357,0.178629935,0.268199234,,,,
13087,0.146,"3,880",14.6,145.182873,0.08306449,0.459770115,,,,
13089,0.111,"84,090",11.1,174.0594691,0.245023428,0.325670498,,,,
13091,0.148,"3,080",14.8,163.3893964,0.231393414,0.46743295,,,,
13093,0.144,"1,960",14.4,187.8552283,0.370300834,0.45210728,,,,
13095,0.171,"15,160",17.1,93.61459723,0.076698201,0.555555556,,,,
13097,0.095,"13,820",9.5,143.1465049,0.359827223,0.264367816,,,,
13099,0.167,"1,710",16.7,190.5795033,0.118233608,0.540229885,,,,
13101,0.139,550,13.9,166.5006683,0.13275004,0.432950192,,,,
13103,0.083,"5,190",8.3,112.3115439,0.162659495,0.218390805,,,,
13105,0.162,"3,100",16.2,113.3315404,0.302998754,0.521072797,,,,
13107,0.169,"3,800",16.9,189.7001294,0.246183444,0.54789272,,,,
13109,0.141,"1,500",14.1,198.8903503,0.276791521,0.440613027,,,,
13111,0.129,"3,340",12.9,128.9025463,0.082529327,0.394636015,,,,
13113,0.065,"7,340",6.5,145.7480803,0.274254276,0.149425287,,,,
13115,0.144,"14,060",14.4,104.6370683,0.218177406,0.45210728,,,,
13117,0.062,"14,580",6.2,50.77992976,0.13513086,0.137931034,,,,
13119,0.157,"3,610",15.7,159.4317175,0.042278706,0.501915709,,,,
13121,0.113,"118,810",11.3,126.1549373,0.262840445,0.333333333,,,,
13123,0.134,"4,150",13.4,71.29759709,0.173409472,0.413793103,,,,
13125,0.128,380,12.8,164.642232,0.310395059,0.390804598,,,,
13127,0.133,"11,310",13.3,68.72084804,0.221162733,0.409961686,,,,
13129,0.132,"7,600",13.2,168.7707917,0.163115615,0.406130268,,,,
13131,0.132,"3,260",13.2,192.510087,0.158238293,0.406130268,,,,
13133,0.112,"1,990",11.2,136.8973041,0.167788125,0.329501916,,,,
13135,0.084,"77,750",8.4,126.5654464,0.217644013,0.222222222,,,,
13137,0.118,"5,320",11.8,110.6161454,0.15889758,0.352490421,,,,
13139,0.104,"20,870",10.4,136.4663925,0.226694433,0.298850575,,,,
13141,0.146,"1,240",14.6,69.92906399,0.207998963,0.459770115,,,,
13143,0.13,"3,850",13,88.42929908,0.06357908,0.398467433,,,,
13145,0.075,"2,600",7.5,87.1981939,0.170730264,0.187739464,,,,
13147,0.129,"3,360",12.9,118.2125098,0.218945652,0.394636015,,,,
13149,0.172,"2,020",17.2,193.6565291,0.119029172,0.559386973,,,,
13151,0.082,"18,910",8.2,183.5610625,0.120148753,0.214559387,,,,
13153,0.1,"15,490",10,119.0996348,0.272960605,0.283524904,,,,
13155,0.143,"1,340",14.3,61.62631437,0.062308065,0.448275862,,,,
13157,0.093,"6,550",9.3,152.254046,0.177262729,0.256704981,,,,
13159,0.122,"1,720",12.2,97.23287446,0.39319834,0.367816092,,,,
13161,0.147,"2,210",14.7,91.79195064,0.168626097,0.463601533,,,,
13163,0.136,"2,110",13.6,107.470367,0.226241748,0.421455939,,,,
13165,0.183,"1,610",18.3,88.00528799,0.263171895,0.601532567,,,,
13167,0.148,"1,430",14.8,107.1328167,0.072942314,0.46743295,,,,
13169,0.094,"2,690",9.4,76.27315606,0.188087302,0.260536398,,,,
13171,0.128,"2,400",12.8,169.5995423,0.101190127,0.390804598,,,,
13173,0.171,"1,800",17.1,132.8160588,0.218787217,0.555555556,,,,
13175,0.163,"7,720",16.3,159.100227,0.337958487,0.524904215,,,,
13177,0.095,"2,830",9.5,180.3880109,0.152831033,0.264367816,,,,
13179,0.12,"7,460",12,137.5097133,0.160686072,0.360153257,,,,
13181,0.139,"1,100",13.9,176.0434436,0.229941204,0.432950192,,,,
13183,0.146,"2,810",14.6,96.56261206,0.008144784,0.459770115,,,,
13185,0.141,"16,440",14.1,132.6461931,0.258870242,0.440613027,,,,
13187,0.105,"3,460",10.5,109.3550708,0.119140064,0.302681992,,,,
13189,0.134,"2,860",13.4,90.67886098,0.221665895,0.413793103,,,,
13191,0.119,"1,690",11.9,100.6854066,0.204881904,0.356321839,,,,
13193,0.159,"2,080",15.9,113.4902711,0.067145972,0.509578544,,,,
13195,0.146,"4,340",14.6,113.2821509,0.118117663,0.459770115,,,,
13197,0.11,930,11,86.63552378,0.176565017,0.32183908,,,,
13199,0.164,"3,470",16.4,185.5274672,0.287734254,0.528735632,,,,
13201,0.129,740,12.9,91.21536655,0.284999963,0.394636015,,,,
13205,0.16,"3,520",16,118.423555,0.122254279,0.513409962,,,,
13207,0.122,"3,340",12.2,180.6315185,0.369438255,0.367816092,,,,
13209,0.122,"1,110",12.2,111.043968,0.141617837,0.367816092,,,,
13211,0.09,"1,690",9,87.10769601,0.17403902,0.245210728,,,,
13213,0.136,"5,400",13.6,113.9619639,0.009000037,0.421455939,,,,
13215,0.153,"29,860",15.3,151.0134242,0.186534748,0.486590038,,,,
13217,0.115,"12,640",11.5,148.8069987,0.055510834,0.340996169,,,,
13219,0.068,"2,660",6.8,157.2635417,0.097858337,0.16091954,,,,
13221,0.104,"1,570",10.4,123.6985834,0.136652472,0.298850575,,,,
13223,0.08,"13,090",8,77.77726278,0.108811141,0.206896552,,,,
13225,0.137,"3,770",13.7,111.0109122,0.275265764,0.425287356,,,,
13227,0.118,"3,780",11.8,92.84158291,0.368572762,0.352490421,,,,
13229,0.124,"2,390",12.4,172.5851196,0.196180651,0.375478927,,,,
13231,0.09,"1,660",9,126.9760391,0.228491362,0.245210728,,,,
13233,0.142,"6,010",14.2,97.59069651,0.197090144,0.444444444,,,,
13235,0.144,"1,610",14.4,108.5275441,0.184203184,0.45210728,,,,
13237,0.139,"3,040",13.9,193.77091,0.235896466,0.432950192,,,,
13239,0.121,280,12.1,122.1156528,0.301455391,0.363984674,,,,
13241,0.155,"2,620",15.5,111.0825474,0.270363048,0.494252874,,,,
13243,0.167,"1,150",16.7,45.88758296,0.028214443,0.540229885,,,,
13245,0.157,"31,740",15.7,91.20081047,0.131934826,0.501915709,,,,
13247,0.093,"8,360",9.3,121.6649168,0.186545644,0.256704981,,,,
13249,0.111,580,11.1,72.14067616,0.271648722,0.325670498,,,,
13251,0.146,"2,040",14.6,95.4821972,0.243693544,0.459770115,,,,
13253,0.17,"1,400",17,135.6110803,0.148250009,0.551724138,,,,
13255,0.138,"9,140",13.8,143.3236213,0.19036824,0.429118774,,,,
13257,0.136,"3,520",13.6,125.8893724,0.158928194,0.421455939,,,,
13259,0.155,"1,000",15.5,97.44854022,0.260978742,0.494252874,,,,
13261,0.146,"4,350",14.6,153.6590865,0.108938244,0.459770115,,,,
13263,0.117,730,11.7,195.3956777,0.209929578,0.348659004,,,,
13265,0.149,240,14.9,126.4097939,0.294668224,0.471264368,,,,
13267,0.139,"3,520",13.9,151.5929317,0.17802054,0.432950192,,,,
13269,0.191,"1,550",19.1,149.1785001,0.351336061,0.632183908,,,,
13271,0.173,"2,750",17.3,84.66132295,0.291968751,0.563218391,,,,
13273,0.178,"1,540",17.8,69.58743415,0.185701925,0.582375479,,,,
13275,0.135,"6,010",13.5,156.3653389,0.233640758,0.417624521,,,,
13277,0.138,"5,610",13.8,154.1423948,0.375134329,0.429118774,,,,
13279,0.151,"4,070",15.1,72.86141111,0.301389818,0.478927203,,,,
13281,0.124,"1,470",12.4,132.9741122,0.319739186,0.375478927,,,,
13283,0.197,"1,340",19.7,177.2278903,0.171871611,0.655172414,,,,
13285,0.146,"10,200",14.6,88.43099249,0.327991429,0.459770115,,,,
13287,0.179,"1,420",17.9,169.0856128,0.059320683,0.586206897,,,,
13289,0.118,960,11.8,193.3426111,0.321369922,0.352490421,,,,
13291,0.131,"3,140",13.1,115.2538423,0.200004321,0.402298851,,,,
13293,0.148,"3,910",14.8,110.492809,0.110161987,0.46743295,,,,
13295,0.136,"9,430",13.6,130.8539703,0.119169963,0.421455939,,,,
13297,0.104,"9,700",10.4,142.6439425,0.267413939,0.298850575,,,,
13299,0.149,"5,330",14.9,97.66123885,0.175672127,0.471264368,,,,
13301,0.149,780,14.9,189.8553424,0.227981607,0.471264368,,,,
13303,0.14,"2,840",14,111.6093036,0.309600091,0.436781609,,,,
13305,0.131,"3,920",13.1,170.5698097,0.193680097,0.402298851,,,,
13307,0.144,370,14.4,103.0494155,0.339598753,0.45210728,,,,
13309,0.164,"1,290",16.4,177.2045822,0.24063401,0.528735632,,,,
13311,0.117,"3,500",11.7,164.7963651,0.121379721,0.348659004,,,,
13313,0.123,"12,790",12.3,39.30563614,0.287896822,0.37164751,,,,
13315,0.142,"1,240",14.2,150.2283347,0.200760869,0.444444444,,,,
13317,0.151,"1,480",15.1,114.4206368,0.111770932,0.478927203,,,,
13319,0.141,"1,260",14.1,48.90858464,0.304606707,0.440613027,,,,
13321,0.135,"2,750",13.5,73.15942166,19.26029072,0.417624521,,,,
15001,0.145,"29,120",14.5,184.9502969,19.63639105,0.455938697,,,,
15003,0.122,"119,100",12.2,119.2065419,19.39514343,0.367816092,,,,
15005,0.134,60,13.4,58.59715422,19.99584951,0.413793103,,,,
15007,0.142,"10,250",14.2,139.728278,19.34002656,0.444444444,,,,
15009,0.156,"25,980",15.6,85.03810509,6.371864713,0.498084291,,,,
16001,0.078,"36,850",7.8,103.5676946,6.57248559,0.199233716,,,,
16003,0.137,580,13.7,68.76455092,5.320052204,0.425287356,,,,
16005,0.106,"9,170",10.6,138.8160949,5.060498667,0.30651341,,,,
16007,0.097,590,9.7,162.3592853,6.924730113,0.272030651,,,,
16009,0.126,"1,160",12.6,67.75168196,5.424966552,0.383141762,,,,
16011,0.084,"3,900",8.4,48.15613741,5.824053562,0.222222222,,,,
16013,0.096,"2,180",9.6,20.78208146,6.30305595,0.268199234,,,,
16015,0.112,860,11.2,39.53789858,7.080401672,0.329501916,,,,
16017,0.115,"5,160",11.5,29.84580658,5.262504025,0.340996169,,,,
16019,0.081,"9,450",8.1,68.11270907,7.129999366,0.210727969,,,,
16021,0.134,"1,630",13.4,41.16933812,5.669003474,0.413793103,,,,
16023,0.124,320,12.4,20.4626543,6.026905743,0.375478927,,,,
16025,0.109,120,10.9,13.70821844,6.501421165,0.318007663,,,,
16027,0.093,"20,840",9.3,89.80805842,5.172706039,0.256704981,,,,
16029,0.07,490,7,29.1910191,5.617224248,0.168582375,,,,
16031,0.081,"1,940",8.1,106.0149408,5.553863335,0.210727969,,,,
16033,0.068,60,6.8,44.9642615,6.629621946,0.16091954,,,,
16035,0.128,"1,120",12.8,52.62420986,5.991537553,0.390804598,,,,
16037,0.136,570,13.6,49.45717534,6.175746455,0.421455939,,,,
16039,0.114,"3,080",11.4,24.70221833,5.167159738,0.337164751,,,,
16041,0.072,990,7.2,4.840683454,5.3495111,0.176245211,,,,
16043,0.09,"1,180",9,50.40691299,6.469180879,0.245210728,,,,
16045,0.121,"2,160",12.1,25.74123457,5.979043338,0.363984674,,,,
16047,0.098,"1,500",9.8,37.52839753,6.469562876,0.275862069,,,,
16049,0.12,"1,970",12,34.58933937,5.481229437,0.360153257,,,,
16051,0.06,"1,760",6,23.58173525,5.818430279,0.130268199,,,,
16053,0.094,"2,260",9.4,56.36425418,7.002189632,0.260536398,,,,
16055,0.102,"16,420",10.2,22.47930718,6.878125771,0.291187739,,,,
16057,0.105,"4,200",10.5,32.42233756,6.003038174,0.302681992,,,,
16059,0.118,940,11.8,15.31086847,6.735454275,0.352490421,,,,
16061,0.147,570,14.7,72.52239011,5.818473203,0.463601533,,,,
16063,0.092,490,9.2,62.29487243,5.326109881,0.252873563,,,,
16065,0.108,"4,280",10.8,30.38698586,5.681882185,0.314176245,,,,
16067,0.095,"1,970",9.5,32.94807647,6.818972736,0.264367816,,,,
16069,0.105,"4,240",10.5,35.71284698,5.346845844,0.302681992,,,,
16071,0.096,420,9.6,20.24128959,6.279488287,0.268199234,,,,
16073,0.107,"1,260",10.7,48.82564037,6.550302264,0.310344828,,,,
16075,0.1,"2,370",10,26.06455334,5.471863216,0.283524904,,,,
16077,0.086,650,8.6,49.19053087,6.782788282,0.229885057,,,,
16079,0.157,"1,990",15.7,17.79410998,5.219374295,0.501915709,,,,
16081,0.062,730,6.2,5.961193242,5.887927714,0.137931034,,,,
16083,0.099,"8,510",9.9,49.46790756,6.352753679,0.279693487,,,,
16085,0.093,"1,030",9.3,35.75990323,6.601581848,0.256704981,,,,
16087,0.105,"1,070",10.5,6.926828868,1.454577411,0.302681992,,,,
17001,0.106,"6,950",10.6,32.88073112,0.600582816,0.30651341,,,,
17003,0.173,"1,040",17.3,18.52738383,1.116325003,0.563218391,,,,
17005,0.108,"1,790",10.8,59.87359803,2.188022664,0.314176245,,,,
17007,0.091,"4,870",9.1,39.60188366,1.438236728,0.249042146,,,,
17009,0.08,530,8,10.37253636,1.945978868,0.206896552,,,,
17011,0.104,"3,420",10.4,32.02525851,1.16313705,0.298850575,,,,
17013,0.097,470,9.7,34.81205094,2.176563718,0.272030651,,,,
17015,0.102,"1,470",10.2,20.55501445,1.446252584,0.291187739,,,,
17017,0.103,"1,270",10.3,53.42168281,1.415297909,0.295019157,,,,
17019,0.105,"22,010",10.5,40.14326351,1.340992572,0.302681992,,,,
17021,0.106,"3,480",10.6,57.71061826,1.116917732,0.30651341,,,,
17023,0.1,"1,560",10,34.64637439,0.99765849,0.283524904,,,,
17025,0.144,"1,900",14.4,40.68297176,1.025262509,0.45210728,,,,
17027,0.081,"3,040",8.1,54.9928652,1.21250916,0.210727969,,,,
17029,0.142,"7,250",14.2,55.04858847,1.971326186,0.444444444,,,,
17031,0.109,"566,030",10.9,28.66953475,1.004347152,0.318007663,,,,
17033,0.104,"1,970",10.4,86.80612539,1.133835141,0.298850575,,,,
17035,0.093,"1,000",9.3,44.65212557,2.040776909,0.256704981,,,,
17037,0.111,"11,580",11.1,62.96569461,1.489615073,0.325670498,,,,
17039,0.09,"1,410",9,32.25978408,1.293925808,0.245210728,,,,
17041,0.087,"1,690",8.7,14.73742821,1.986667459,0.233716475,,,,
17043,0.067,"62,280",6.7,40.01374015,1.230507383,0.157088123,,,,
17045,0.107,"1,850",10.7,35.17814248,0.839968744,0.310344828,,,,
17047,0.113,730,11.3,47.80346478,1.103837853,0.333333333,,,,
17049,0.097,"3,320",9.7,190.3571706,1.144538482,0.272030651,,,,
17051,0.123,"2,640",12.3,158.4433735,1.569695207,0.37164751,,,,
17053,0.106,"1,390",10.6,181.0649035,0.852755915,0.30651341,,,,
17055,0.161,"6,240",16.1,160.5375831,1.619440278,0.517241379,,,,
17057,0.118,"4,080",11.8,152.3765869,0.6689002,0.352490421,,,,
17059,0.163,810,16.3,180.4052075,1.23012311,0.524904215,,,,
17061,0.106,"1,380",10.6,193.5771122,1.81365801,0.30651341,,,,
17063,0.082,"4,170",8.2,142.166813,0.80792935,0.214559387,,,,
17065,0.12,980,12,129.8788264,1.597358419,0.360153257,,,,
17067,0.108,"1,920",10.8,172.9521532,0.609670065,0.314176245,,,,
17069,0.142,550,14.2,148.9254018,1.736412288,0.444444444,,,,
17071,0.092,620,9.2,142.6959979,1.925351644,0.252873563,,,,
17073,0.099,"4,840",9.9,66.45845351,1.597837515,0.279693487,,,,
17075,0.101,"2,760",10.1,76.14078211,0.768039734,0.287356322,,,,
17077,0.142,"8,160",14.2,50.86520686,1.040271912,0.444444444,,,,
17079,0.105,"1,000",10.5,65.85113926,0.932425587,0.302681992,,,,
17081,0.135,"5,080",13.5,43.75216306,1.13703985,0.417624521,,,,
17083,0.087,"1,900",8.7,102.4322497,2.274194551,0.233716475,,,,
17085,0.101,"2,170",10.1,83.15606106,0.721916681,0.287356322,,,,
17087,0.109,"1,350",10.9,81.93193222,2.034272092,0.318007663,,,,
17089,0.073,"38,650",7.3,94.95860966,1.732693999,0.180076628,,,,
17091,0.108,"11,870",10.8,91.65517748,1.916904737,0.314176245,,,,
17093,0.051,"6,520",5.1,47.20345747,1.778025043,0.095785441,,,,
17095,0.13,"6,490",13,89.62587952,2.144151672,0.398467433,,,,
17097,0.071,"49,570",7.1,112.6063484,1.867436215,0.172413793,,,,
17099,0.117,"12,730",11.7,68.67629002,0.907553797,0.348659004,,,,
17101,0.123,"1,940",12.3,32.43040968,2.034357762,0.37164751,,,,
17103,0.109,"3,740",10.9,58.70958166,1.692019585,0.318007663,,,,
17105,0.108,"3,860",10.8,12.46419865,1.527384248,0.314176245,,,,
17107,0.098,"2,820",9.8,77.3397214,1.609559176,0.275862069,,,,
17109,0.118,"3,550",11.8,69.5047551,2.166004014,0.352490421,,,,
17111,0.072,"22,050",7.2,34.58411554,1.585454205,0.176245211,,,,
17113,0.092,"15,910",9.2,52.07554782,1.396775704,0.252873563,,,,
17115,0.125,"13,070",12.5,88.19595388,1.21153337,0.379310345,,,,
17117,0.111,"5,010",11.1,52.91200686,1.065481507,0.325670498,,,,
17119,0.104,"27,540",10.4,56.69447487,1.027936987,0.298850575,,,,
17121,0.137,"5,130",13.7,14.57179965,1.808973496,0.425287356,,,,
17123,0.101,"1,160",10.1,58.21287663,1.547078378,0.287356322,,,,
17125,0.129,"1,750",12.9,61.37388638,0.635174409,0.394636015,,,,
17127,0.143,"2,010",14.3,56.00716181,1.478769244,0.448275862,,,,
17129,0.085,"1,050",8.5,102.5991736,1.869242832,0.22605364,,,,
17131,0.098,"1,530",9.8,28.29548871,0.864285906,0.275862069,,,,
17133,0.052,"1,790",5.2,65.55695571,1.227306694,0.099616858,,,,
17135,0.126,"3,620",12.6,62.34947817,1.358203427,0.383141762,,,,
17137,0.114,"3,870",11.4,54.04007129,1.289972251,0.337164751,,,,
17139,0.081,"1,190",8.1,75.57280701,2.132862574,0.210727969,,,,
17141,0.099,"5,030",9.9,96.11807417,1.741145696,0.279693487,,,,
17143,0.125,"22,590",12.5,53.23154832,0.863115833,0.379310345,,,,
17145,0.143,"3,010",14.3,84.79283281,1.405661572,0.448275862,,,,
17147,0.068,"1,110",6.8,89.78781407,1.321995794,0.16091954,,,,
17149,0.111,"1,730",11.1,51.08851224,0.642885362,0.325670498,,,,
17151,0.161,670,16.1,50.69889477,0.645761814,0.517241379,,,,
17153,0.151,820,15.1,87.13375999,1.85773018,0.478927203,,,,
17155,0.097,560,9.7,87.633542,0.808611704,0.272030651,,,,
17157,0.108,"3,440",10.8,54.23451365,0.93747957,0.314176245,,,,
17159,0.116,"1,820",11.6,92.52339908,1.960050885,0.344827586,,,,
17161,0.116,"16,590",11.6,25.92097422,0.942082989,0.344827586,,,,
17163,0.11,"28,830",11,76.08096424,0.720702264,0.32183908,,,,
17165,0.156,"3,710",15.6,30.13949602,1.39389069,0.498084291,,,,
17167,0.112,"21,900",11.2,98.75863124,1.506060763,0.329501916,,,,
17169,0.132,910,13.2,89.96985222,1.32866091,0.406130268,,,,
17171,0.1,500,10,70.57165471,1.232715122,0.283524904,,,,
17173,0.094,"2,030",9.4,63.27769178,1.844643385,0.260536398,,,,
17175,0.107,580,10.7,103.1255304,2.263681325,0.310344828,,,,
17177,0.116,"5,170",11.6,109.6383314,1.65619699,0.344827586,,,,
17179,0.092,"12,240",9.2,46.9931992,0.692541373,0.252873563,,,,
17181,0.132,"2,220",13.2,66.95061192,1.401346268,0.406130268,,,,
17183,0.129,"9,930",12.9,63.94394715,0.82759878,0.394636015,,,,
17185,0.119,"1,350",11.9,62.39051015,1.745498217,0.356321839,,,,
17187,0.094,"1,590",9.4,75.21050115,0.944030188,0.260536398,,,,
17189,0.077,"1,070",7.7,84.13886349,0.891107402,0.195402299,,,,
17191,0.122,"1,990",12.2,58.82536476,0.754901932,0.367816092,,,,
17193,0.128,"1,750",12.8,14.57494442,2.069420936,0.390804598,,,,
17195,0.098,"5,460",9.8,39.21174274,1.842917342,0.275862069,,,,
17197,0.068,"47,130",6.8,54.65200995,0.791405886,0.16091954,,,,
17199,0.128,"8,550",12.8,30.31907943,2.216614208,0.390804598,,,,
17201,0.132,"37,300",13.2,44.2684629,1.71708885,0.406130268,,,,
