Normalized%,Flip,10% food,30% food,50% food,70% food,90% food
0.403333333,-6.321973129,-5.649442483,-4.30438119,-2.959319898,-1.755243116,-0.269197313
0.303333333,-6.791921498,-6.082396015,-4.663345049,-3.244294083,-1.662232526,-0.40619215
0.236666667,-6.248552862,-5.600030909,-4.302987003,-3.005943098,-1.820706999,-0.411855286
0.306666667,-6.621245553,-5.928454331,-4.542871887,-3.157289443,-1.79822823,-0.386124555
0.25,-6.709649656,-6.01368469,-4.621754759,-3.229824828,-1.835197023,-0.445964966
0.333333333,-6.700656743,-5.997257735,-4.59045972,-3.183661705,-1.651966404,-0.370065675
0.46,-6.284332458,-5.609899212,-4.261032721,-2.912166229,-1.732512332,-0.214433246
0.376666667,-6.84837444,-6.125870329,-4.680862108,-3.235853887,-1.738305367,-0.345837444
0.5,-6.673240112,-5.955916101,-4.521268078,-3.086620056,-1.729103166,-0.217324011
0.313333333,-6.930343887,-6.205976165,-4.757240721,-3.308505277,-1.707885074,-0.411034389
0.31,-6.424061357,-5.750655221,-4.40384295,-3.057030679,-1.763396366,-0.363406136
0.393333333,-6.601321219,-5.901855764,-4.502924853,-3.103993943,-1.747976483,-0.306132122
0.416666667,-6.744366053,-6.028262781,-4.596056237,-3.163849693,-1.802510072,-0.299436605
0.483333333,-6.980589129,-6.234196883,-4.74141239,-3.248627898,-1.414572606,-0.263058913
0.53,-5.843019797,-5.205717817,-3.931113858,-2.656509899,-1.469481177,-0.10730198
0.496666667,-6.134937255,-5.471776863,-4.145456078,-2.819135294,-1.451967226,-0.166493725
0.433333333,-5.998779642,-5.355568345,-4.06914575,-2.782723155,-1.694959703,-0.209877965
0.283333333,-6.660976786,-5.966545774,-4.57768375,-3.188821727,-1.753942499,-0.411097679
0.353333333,-6.507586108,-5.821494164,-4.449310276,-3.077126388,-0.370123902,-0.332758611
0.44,-2.058190785,-1.808371707,-1.30873355,-0.809095393,-0.369635809,0.190180922
0.31,-2.258786029,-2.001907426,-1.48815022,-0.974393015,-0.392382376,0.053121397
0.423333333,-2.031274586,-1.785813794,-1.29489221,-0.803970627,-0.478501611,0.177872541
0.3,-2.582783147,-2.294504832,-1.717948203,-1.141391574,-0.201413429,0.011721685
0.35,-1.371378098,-1.199240288,-0.854964669,-0.510689049,-0.218200196,0.17786219
0.426666667,-1.544000652,-1.34693392,-0.952800456,-0.558666993,-0.402866919,0.229599935
0.476666667,-2.338445287,-2.056934092,-1.493911701,-0.93088931,-0.340156518,0.195155472
0.29,-2.246077284,-1.992469556,-1.485254099,-0.978038642,-0.525864097,0.036392272
0.253333333,-2.429546991,-2.161258959,-1.624682894,-1.088106829,-0.271955141,-0.014954699
0.376666667,-1.497628246,-1.310198755,-0.935339772,-0.56048079,-0.446169305,0.189237176
0.306666667,-2.366119907,-2.09884125,-1.564283935,-1.02972662,-0.489803924,0.03938801
0.33,-2.348235304,-2.080411774,-1.544764713,-1.009117652,-0.412119781,0.06217647
0.41,-2.143732603,-1.888359343,-1.377612822,-0.866866302,-0.241020014,0.15462674
0.553333333,-1.760066713,-1.528726708,-1.066046699,-0.60336669,-0.263883304,0.321993328
0.553333333,-2.170722122,-1.898316577,-1.353505486,-0.808694395,-0.476752781,0.280927788
0.286666667,-2.880287046,-2.563591675,-1.930200932,-1.29681019,-0.453118777,-0.030028704
0.47,-2.179284812,-1.914356331,-1.384499368,-0.854642406,-0.573434319,0.205071519
0.37,-3.008114397,-2.670302957,-1.994680078,-1.319057199,-0.385024967,0.03218856
0.333333333,-2.14674989,-1.898741568,-1.402724923,-0.906708279,-0.555552771,0.085325011
0.19,-2.629620348,-2.347658313,-1.783734244,-1.219810174,-0.448681016,-0.091962035
0.303333333,-1.938936719,-1.714709714,-1.266255703,-0.817801693,-0.386508178,0.079106328
0.186666667,-1.996138371,-1.777857867,-1.34129686,-0.904735852,-0.53266654,-0.031613837
0.34,-2.211110689,-1.95599962,-1.445777482,-0.935555345,-0.644117677,0.084888931
0.41,-2.940392255,-2.60535303,-1.935274579,-1.265196128,-0.418857207,0.074960775
0.266666667,-2.352857357,-2.090904955,-1.56700015,-1.043095345,-0.57234598,0.004714265
0.316666667,-2.530042156,-2.245371274,-1.676029509,-1.106687745,-0.572620176,0.031995785
0.323333333,-2.647622811,-2.350527197,-1.756335968,-1.162144739,-0.578319509,0.026237719
0.326666667,-2.68217614,-2.381291859,-1.779523298,-1.177754737,-0.383827101,0.025782386
0.35,-2.041645892,-1.802481303,-1.324152124,-0.845822946,-0.550566795,0.110835411
0.48,-2.651889316,-2.338700384,-1.712322521,-1.085944658,-0.340508839,0.166811068
0.316666667,-2.255029464,-1.997859851,-1.483520625,-0.969181399,-0.226215762,0.059497054
0.283333333,-1.492941431,-1.315313955,-0.960059002,-0.604804049,-0.268062035,0.105705857
0.316666667,-1.554651227,-1.367519438,-0.993255859,-0.61899228,-0.529086678,0.129534878
0.28,-2.502511151,-2.224260036,-1.667757806,-1.111255576,-0.645333204,0.001748885
0.39,-2.804444013,-2.484999612,-1.846110809,-1.207222007,-0.458111168,0.070555599
0.323333333,-2.437037225,-2.161000169,-1.608926058,-1.056851946,-0.304383239,0.047296277
0.313333333,-1.769055241,-1.560816384,-1.144338669,-0.727860954,-0.305131619,0.105094476
0.46,-1.748216508,-1.527394857,-1.085751556,-0.644108254,-0.24545725,0.239178349
0.36,-1.891524168,-1.666371751,-1.216066918,-0.765762084,-0.662906653,0.134847583
0.346666667,-3.049688844,-2.710053293,-2.030782191,-1.351511089,-0.528875258,0.007031116
0.403333333,-2.571806416,-2.274292441,-1.679264491,-1.084236542,-0.650703963,0.105819358
0.38,-3.110124321,-2.761111889,-2.063087025,-1.365062161,-0.637857404,0.030987568
0.44,-3.012858014,-2.667572213,-1.97700061,-1.286429007,-0.582131937,0.094714199
0.413333333,-2.967106458,-2.629062479,-1.952974521,-1.276886563,-0.305318941,0.075289354
0.36,-1.982174246,-1.747956821,-1.279521972,-0.811087123,-0.262289406,0.125782575
0.296666667,-1.714298019,-1.51320155,-1.111008613,-0.708815676,-0.639130311,0.095570198
0.486666667,-2.822656594,-2.491724268,-1.829859616,-1.167994964,-0.358877579,0.155734341
0.33,-2.331814152,-2.065632737,-1.533269906,-1.000907076,-0.27842107,0.063818585
0.256666667,-1.698070234,-1.502596544,-1.111649164,-0.720701784,-0.616294316,0.061192977
0.223333333,-2.653203277,-2.365549616,-1.790242294,-1.214934972,-0.252337108,-0.064320328
0.336666667,-1.362234802,-1.192344655,-0.852564361,-0.512784068,-0.3476464,0.16677652
0.393333333,-1.944376889,-1.710605867,-1.243063822,-0.775521778,-0.640439161,0.159562311
0.453333333,-3.05257498,-2.701984149,-2.000802486,-1.299620824,-0.408741723,0.102742502
0.34,-2.420250188,-2.144225169,-1.592175132,-1.040125094,-0.599371579,0.063974981
0.42,-2.791238598,-2.470114738,-1.827867019,-1.185619299,-0.430930124,0.09887614
0.323333333,-2.416433746,-2.142457038,-1.594503622,-1.046550207,-0.60782026,0.049356625
0.396666667,-2.780511976,-2.462794112,-1.827358383,-1.191922655,-0.619568924,0.078948803
0.41,-2.990785302,-2.650706772,-1.970549711,-1.290392651,-0.237750934,0.06992147
0.406666667,-1.74916978,-1.533586135,-1.102418846,-0.671251557,-0.459702627,0.191083022
0.42,-2.481230978,-2.19110788,-1.610861685,-1.030615489,-0.356098363,0.129876902
0.323333333,-2.166994542,-1.917961755,-1.41989618,-0.921830605,-0.311643873,0.074300546
0.34,-1.793257353,-1.579931618,-1.153280147,-0.726628677,-0.411305692,0.126674265
0.306666667,-2.164352307,-1.91725041,-1.423046615,-0.92884282,-0.269165819,0.05956477
0.296666667,-1.612774952,-1.42183079,-1.039942466,-0.658054143,-0.059352055,0.105722505
0.27,-0.890062405,-0.774056165,-0.542043684,-0.310031203,-0.15055944,0.15399376
0.336666667,-1.1318648,-0.985011653,-0.69130536,-0.397599067,-0.085549651,0.18981352
0.386666667,-1.07072106,-0.924982287,-0.633504742,-0.342027197,-0.044881268,0.240927894
0.346666667,-1.051826451,-0.911977139,-0.632278516,-0.352579892,-0.05318802,0.206817355
0.326666667,-0.98618229,-0.854897394,-0.592327603,-0.329757812,-0.106558011,0.195381771
