Normalized%,Flip,10% food,30% food,50% food,70% food,90% food
0.386666667,-0.65619699,-0.551910624,-0.343337893,-0.134765162,0.362904255,0.282380301
0.306666667,0.307458627,0.307379431,0.307221039,0.307062647,0.094262787,0.306745863
0.44,-0.401346268,-0.317211641,-0.148942388,0.019326866,0.359720366,0.355865373
0.43,0.17240122,0.198161098,0.249680854,0.30120061,0.077350535,0.404240122
0.396666667,-0.745498217,-0.631281729,-0.402848752,-0.174415775,0.294457611,0.282450179
0.313333333,0.055969812,0.081706164,0.133178868,0.184651573,0.252001113,0.287596981
0.256666667,0.108892598,0.123670005,0.153224819,0.182779633,0.253196087,0.24188926
0.406666667,0.245098068,0.261254928,0.293568648,0.325882368,-0.036159614,0.390509807
0.426666667,-1.069420936,-0.919812176,-0.620594655,-0.321377135,0.045791464,0.277057907
0.326666667,-0.842917342,-0.725958941,-0.492042139,-0.258125338,0.291244901,0.209708266
0.226666667,0.208594114,0.210401369,0.21401588,0.217630391,-0.206317596,0.224859412
0.426666667,-1.216614208,-1.052286121,-0.723629946,-0.394973771,0.083540012,0.26233858
0.44,-0.71708885,-0.601379965,-0.369962195,-0.138544425,0.112613263,0.324291115
0.23,-0.651289125,-0.563160213,-0.386902388,-0.210644563,-0.065714929,0.141871088
0.4,-0.755716429,-0.640144786,-0.4090015,-0.177858215,0.259760175,0.284428357
0.4,-0.067466083,-0.020719475,0.072773742,0.166266959,0.120755635,0.353253392
0.403333333,-0.530814551,-0.437399763,-0.250570186,-0.063740609,0.122942161,0.309918545
0.423333333,-0.531303908,-0.435840184,-0.244912736,-0.053985288,0.195864051,0.327869609
0.54,-0.334897607,-0.247407846,-0.072428325,0.102551197,0.363841384,0.452510239
0.25,-0.047195387,-0.017475848,0.041963229,0.101402307,0.019713602,0.220280461
0.346666667,-0.517621326,-0.431192527,-0.258334928,-0.08547733,0.06779618,0.260237868
0.346666667,-0.582901623,-0.489944794,-0.304031136,-0.118117478,0.290286276,0.253709838
0.41,0.158732031,0.183858828,0.234112422,0.284366016,0.25482172,0.384873203
0.373333333,-0.107260934,-0.059201507,0.036917346,0.1330362,0.134854749,0.325273906
0.42,-0.421595279,-0.337435751,-0.169116695,-0.00079764,0.375514716,0.335840472
0.37,0.271715721,0.281544149,0.301201005,0.320857861,0.298683974,0.360171572
0.513333333,0.132279912,0.170385254,0.246595938,0.322806623,0.319317189,0.475227991
0.366666667,-0.133387147,-0.083381766,0.016628997,0.11663976,0.217422606,0.316661286
0.35,-0.130813537,-0.082732183,0.013430524,0.109593232,-0.013853841,0.301918646
0.4,-0.862846138,-0.736561524,-0.483992297,-0.231423069,0.14678651,0.273715386
0.376666667,-0.444044968,-0.361973805,-0.197831478,-0.033689151,0.339399789,0.294595504
0.503333333,0.25244374,0.277532699,0.327710618,0.377888537,0.086844178,0.478244374
0.306666667,-0.884963851,-0.765800799,-0.527474696,-0.289148592,0.134112461,0.187503615
0.376666667,-0.268514021,-0.203995952,-0.074959815,0.054076323,0.332310711,0.312148598
0.566666667,0.22881348,0.262598799,0.330169436,0.397740074,0.288161212,0.532881348
0.353333333,-0.36168485,-0.290183032,-0.147179395,-0.004175758,0.184921731,0.281831515
0.436666667,-0.208038673,-0.143568139,-0.014627071,0.114313997,0.100668897,0.372196133
0.323333333,-0.683325899,-0.582659976,-0.381328129,-0.179996283,0.298109884,0.22266741
0.43,0.239255168,0.258329651,0.296478618,0.334627584,0.143583343,0.410925517
0.37,-0.524722189,-0.43524997,-0.256305532,-0.077361095,0.264632172,0.280527781
0.496666667,0.018773907,0.066563183,0.162141735,0.257720287,0.241337193,0.448877391
0.443333333,-0.354431581,-0.27465509,-0.115102107,0.044450876,0.225315937,0.363556842
0.226666667,-0.283391319,-0.23238552,-0.130373923,-0.028362326,0.244521312,0.175660868
0.293333333,0.286182149,0.286897267,0.288327504,0.289757741,0.134272488,0.292618215
0.366666667,-0.236869485,-0.17651587,-0.055808639,0.064898591,0.153061823,0.306313052
0.246666667,-0.345349479,-0.286147864,-0.167744635,-0.049341406,0.024698779,0.187465052
0.45,-0.493226294,-0.398903665,-0.210258406,-0.021613147,0.122947353,0.355677371
0.48,-0.64017549,-0.528157941,-0.304122843,-0.080087745,0.34864592,0.367982451
0.396666667,0.042153067,0.077604427,0.148507147,0.219409867,0.076338891,0.361215307
0.443333333,-0.671092588,-0.559649996,-0.336764812,-0.113879628,0.147043478,0.331890741
0.366666667,-0.544299518,-0.4532029,-0.271009663,-0.088816426,0.266365361,0.275570049
0.446666667,0.03232898,0.073762749,0.156630286,0.239497824,0.307188935,0.405232898
0.476666667,-0.018259108,0.03123347,0.130218625,0.22920378,0.287755746,0.42717409
0.42,-0.153036403,-0.095732763,0.018874518,0.133481799,0.330952492,0.36269636
0.313333333,0.123174973,0.142190809,0.180222481,0.218254153,-0.009767265,0.294317497
0.48,-0.763668659,-0.639301793,-0.390568061,-0.14183433,0.060250613,0.355633134
0.35,-0.919164625,-0.792248163,-0.538415238,-0.284582313,0.001306659,0.223083538
0.29,-0.812311137,-0.702080023,-0.481617796,-0.261155569,-0.052050817,0.179768886
0.436666667,-0.85016939,-0.721485784,-0.464118573,-0.206751362,0.330744018,0.307983061
0.463333333,0.08359117,0.121565386,0.197513819,0.273462252,0.204045931,0.425359117
0.41,-0.400958007,-0.319862206,-0.157670605,0.004520996,0.211589352,0.328904199
0.483333333,-0.251368828,-0.177898612,-0.03095818,0.115982253,0.104546597,0.409863117
0.446666667,-0.779289119,-0.65669354,-0.411502383,-0.166311226,0.352770059,0.324071088
0.386666667,0.133677972,0.158976842,0.209574581,0.26017232,0.092484545,0.361367798
0.39,-0.593940408,-0.495546367,-0.298758286,-0.101970204,0.265182614,0.291605959
0.476666667,-0.026057953,0.024214509,0.124759433,0.225304357,0.235122276,0.426394205
0.443333333,-0.328481303,-0.251299839,-0.096936912,0.057426015,0.268781829,0.366151869
0.383333333,-0.138505014,-0.086321179,0.01804649,0.12241416,0.072256615,0.331149498
0.33,-0.65358906,-0.555230154,-0.358512342,-0.16179453,-0.020058527,0.231641094
0.413333333,-0.836861756,-0.711842247,-0.461803229,-0.211764212,0.266989597,0.288313824
0.366666667,-0.074479122,-0.030364543,0.057864615,0.146093773,0.312860076,0.322552088
0.393333333,0.187311364,0.207913561,0.249117955,0.290322349,0.252533348,0.372731136
0.543333333,-0.07599995,-0.014066622,0.109800035,0.233666692,0.308080361,0.481400005
0.45,-0.240843239,-0.171758915,-0.033590267,0.104578381,0.420009134,0.380915676
0.42,0.350030448,0.357027403,0.371021314,0.385015224,0.363434518,0.413003045
0.41,0.231448393,0.249303554,0.285013875,0.320724197,0.040386057,0.392144839
0.363333333,-0.822046477,-0.703508496,-0.466432534,-0.229356572,0.345883293,0.244795352
0.356666667,0.305166534,0.310316547,0.320616574,0.330916601,0.047015637,0.351516654
0.323333333,-0.675503433,-0.575619756,-0.375852403,-0.17608505,0.166745357,0.223449656
0.4,-0.198626588,-0.138763929,-0.019038612,0.100686706,0.144347316,0.340137341
0.353333333,-0.452175615,-0.37162472,-0.210522931,-0.049421141,0.221079144,0.272782438
0.416666667,-0.087513965,-0.037095902,0.063740225,0.164576351,0.220599773,0.366248604
0.39,-0.236889645,-0.174200681,-0.048822752,0.076555178,0.009134149,0.327311036
0.44,-0.879552835,-0.747597552,-0.483686985,-0.219776418,0.336292111,0.308044717
0.44,0.094307036,0.128876332,0.198014925,0.267153518,0.25366696,0.405430704
0.556666667,-0.181110134,-0.107332454,0.040222906,0.187778267,0.50107857,0.482888987
0.4,0.37137301,0.374235709,0.379961107,0.385686505,0.05240892,0.397137301
0.336666667,-0.758636935,-0.649106575,-0.430045854,-0.210985134,-0.047824827,0.227136307
0.48,-0.944971647,-0.802474482,-0.517480153,-0.232485824,0.332166329,0.337502835
0.36,-0.012778903,0.024498987,0.099054768,0.173610549,0.243723138,0.32272211
0.436666667,-0.02758954,0.018836081,0.111687322,0.204538564,0.1709028,0.390241046
0.58,-0.44921289,-0.346291601,-0.140449023,0.065393555,0.275102032,0.477078711
0.416666667,-0.436326561,-0.351027238,-0.180428593,-0.009829947,0.204802086,0.331367344
0.356666667,-0.289548602,-0.224927075,-0.095684021,0.033559033,0.349724819,0.29204514
0.33,0.333527173,0.333174456,0.332469021,0.331763587,0.147972872,0.330352717
0.466666667,-0.276757092,-0.202414716,-0.053729964,0.094954788,0.288065412,0.392324291
0.483333333,-0.12867085,-0.067470432,0.054930405,0.177331242,0.149326472,0.422132915
0.51,-0.63002287,-0.516020583,-0.288016009,-0.060011435,0.224239679,0.395997713
0.393333333,-0.442534405,-0.358947631,-0.191774084,-0.024600536,0.375516166,0.309746559
0.37,0.333942775,0.337548498,0.344759943,0.351971388,0.303951494,0.366394278
0.28,0.149838313,0.162854482,0.188886819,0.214919157,0.088801691,0.266983831
0.443333333,-0.357327698,-0.277261595,-0.117129389,0.043002818,0.123146909,0.36326723
0.486666667,-0.623954746,-0.512892605,-0.290768322,-0.06864404,0.168393957,0.375604526
0.33,-0.574242368,-0.483818131,-0.302969658,-0.122121184,0.007715004,0.239575763
0.346666667,-0.744283319,-0.63518832,-0.416998323,-0.198808326,0.01176082,0.237571668
0.346666667,-0.769686158,-0.658050876,-0.434780311,-0.211509746,0.041674794,0.235031385
0.296666667,-0.66997291,-0.573308952,-0.379981037,-0.186653122,-0.257349799,0.200002709
0.29,-1.550054887,-1.366049398,-0.998038421,-0.630027444,0.023165173,0.105994511
0.253333333,-0.599449425,-0.514171149,-0.343614598,-0.173058046,-0.093155761,0.168055057
0.44,-0.901630312,-0.767467281,-0.499141218,-0.230815156,-0.022043055,0.305836969
0.266666667,-1.100143515,-0.963462497,-0.69010046,-0.416738424,-0.177939214,0.129985649
0.23,-1.215352935,-1.070817642,-0.781747055,-0.492676468,-0.142710819,0.085464707
0.326666667,-1.012369396,-0.87846579,-0.610658577,-0.342851365,-0.166656221,0.192763061
0.213333333,-1.317742958,-1.164635329,-0.858420071,-0.552204813,-0.22462748,0.060225704
0.176666667,-1.246536043,-1.104215772,-0.81957523,-0.534934688,-0.257609508,0.034346396
0.216666667,-1.270920583,-1.122161858,-0.824644408,-0.527126958,-0.23242834,0.067907942
0.216666667,-1.28031669,-1.130618354,-0.831221683,-0.531825012,-0.189504848,0.066968331
0.27,-1.137238383,-0.996514545,-0.715066868,-0.433619192,-0.117458784,0.129276162
0.253333333,-1.02152928,-0.894043019,-0.639070496,-0.384097974,-0.056936809,0.125847072
0.213333333,-0.780900475,-0.681477094,-0.482630333,-0.283783571,-0.171581019,0.113909952
0.273333333,-1.069714508,-0.935409724,-0.666800156,-0.398190588,-0.22414483,0.139028549
0.2,-1.384927211,-1.22643449,-0.909449048,-0.592463606,-0.246909378,0.041507279
0.276666667,-1.289697927,-1.133061468,-0.819788549,-0.50651563,-0.230670844,0.120030208
0.263333333,-1.414458368,-1.246679198,-0.911120858,-0.575562518,-0.015117418,0.095554163
0.233333333,-0.664835836,-0.575018919,-0.395385085,-0.215751252,-0.253749717,0.143516416
0.363333333,-1.390276834,-1.214915817,-0.864193784,-0.513471751,-0.168149384,0.187972316
0.293333333,-1.408275723,-1.238114817,-0.897793006,-0.557471195,-0.127491613,0.123172427
0.33,-1.109416487,-0.965474838,-0.677591541,-0.389708244,-0.08114483,0.186058351
0.346666667,-1.040482766,-0.901767823,-0.624337936,-0.34690805,-0.024317976,0.207951724
0.343333333,-0.889948811,-0.766620597,-0.519964168,-0.273307739,0.05082692,0.220005119
0.15,-0.631688045,-0.553519241,-0.397181632,-0.240844023,-0.064201142,0.071831196
0.226666667,-0.564003807,-0.48493676,-0.326802665,-0.16866857,-0.226512525,0.14759962
0.34,-1.283930638,-1.121537574,-0.796751447,-0.471965319,0.004886332,0.177606936
0.21,-0.77704556,-0.678341004,-0.480931892,-0.28352278,-0.300581033,0.111295444
0.383333333,-1.491936776,-1.304409765,-0.929355743,-0.554301722,-0.124007521,0.195806322
0.243333333,-1.307802846,-1.152689228,-0.842461992,-0.532234757,-0.274031773,0.088219715
0.263333333,-1.481217021,-1.306761986,-0.957851915,-0.608941844,-0.228638352,0.088878298
0.27,-1.376572282,-1.211915054,-0.882600597,-0.553286141,-0.228810385,0.105342772
0.31,-1.392701282,-1.222431154,-0.881890897,-0.541350641,-0.162357862,0.139729872
0.333333333,-1.264526208,-1.104740254,-0.785168346,-0.465596438,0.048704716,0.173547379
0.273333333,-0.615428725,-0.526552519,-0.348800108,-0.171047696,-0.11257299,0.184457127
0.21,-1.013021077,-0.890718969,-0.646114754,-0.401510539,-0.203263205,0.087697892
0.286666667,-1.167544017,-1.022122949,-0.731280812,-0.440438675,-0.067026677,0.141245599
0.17,-0.892311146,-0.786080031,-0.573617802,-0.361155573,-0.221490668,0.063768885
0.236666667,-1.134968892,-0.997805336,-0.723478224,-0.449151113,-0.247203654,0.099503111
0.216666667,-1.376234404,-1.216944297,-0.898364083,-0.579783869,-0.191825176,0.05737656
0.273333333,-1.144972808,-1.003142194,-0.719480966,-0.435819738,-0.091869065,0.131502719
0.256666667,-0.944007994,-0.823940528,-0.583805596,-0.343670664,-0.056944799,0.136599201
0.243333333,-0.788704886,-0.685501064,-0.47909342,-0.272685777,-0.284215493,0.140129511
0.286666667,-1.515162754,-1.334979812,-0.974613928,-0.614248044,-0.179841664,0.106483725
0.226666667,-1.268361102,-1.118858325,-0.819852771,-0.520847218,-0.191073821,0.07716389
0.31,-1.165801627,-1.018221464,-0.723061139,-0.427900814,-0.073762201,0.162419837
0.263333333,-0.969207338,-0.845953271,-0.599445137,-0.352937003,-0.176911336,0.140079266
0.216666667,-1.204148898,-1.062067342,-0.777904229,-0.493741116,-0.121836187,0.074585111
0.283333333,-0.91167618,-0.792175229,-0.553173326,-0.314171424,-0.030704928,0.163832382
0.266666667,-0.763460869,-0.660448115,-0.454422608,-0.248397101,-0.114584083,0.163653913
0.33,-1.004169165,-0.870752249,-0.603918416,-0.337084583,-0.126113532,0.196583084
0.253333333,-1.190378441,-1.046007264,-0.757264909,-0.468522554,-0.076034744,0.108962156
0.26,-0.844560256,-0.73410423,-0.513192179,-0.292280128,-0.242983919,0.149543974
0.32,-1.416613064,-1.242951758,-0.895629145,-0.548306532,0.017870512,0.146338694
0.286666667,-0.687098292,-0.589721796,-0.394968804,-0.200215813,-0.140146507,0.189290171
0.33,-1.136043912,-0.989439521,-0.696230738,-0.403021956,-0.033263156,0.183395609
0.25,-0.880877185,-0.767789467,-0.54161403,-0.315438593,-0.027871751,0.136912282
0.226666667,-0.676239171,-0.585948587,-0.40536742,-0.224786252,-0.303200853,0.136376083
0.336666667,-1.539558401,-1.351935894,-0.976690881,-0.601445867,0.005475546,0.14904416
0.13,-0.767303736,-0.677573362,-0.498112615,-0.318651868,-0.152829893,0.040269626
0.203333333,-0.81276631,-0.711156346,-0.507936417,-0.304716489,-0.094502173,0.101723369
0.31,-0.789451686,-0.679506517,-0.45961618,-0.239725843,-0.093101644,0.200054831
0.243333333,-1.033672145,-0.905971597,-0.650570502,-0.395169406,-0.043603256,0.115632785
0.283333333,-0.713121964,-0.613476434,-0.414185375,-0.214894316,-0.249948304,0.183687803
0.216666667,-1.494272124,-1.323178245,-0.980990487,-0.638802729,-0.171455396,0.045572788
0.196666667,-1.077073542,-0.949699521,-0.694951479,-0.440203438,-0.071297299,0.069292646
0.326666667,-0.696546554,-0.594225232,-0.389582588,-0.184939944,0.022703057,0.224345345
0.31,-0.686545368,-0.586890831,-0.387581758,-0.188272684,-0.073880722,0.210345463
0.3,-0.969602407,-0.842642166,-0.588721685,-0.334801204,-0.212544802,0.173039759
0.24,-1.408482674,-1.243634407,-0.913937872,-0.584241337,-0.284766274,0.075151733
0.256666667,-1.509220914,-1.332632156,-0.97945464,-0.626277124,0.003575816,0.080077909
0.243333333,-0.586969502,-0.503939219,-0.337878652,-0.171818085,-0.24332427,0.16030305
0.306666667,-1.378858678,-1.210306144,-0.873201075,-0.536096006,-0.182311911,0.138114133
0.23,-1.323261927,-1.167935734,-0.857283349,-0.546630964,-0.216580279,0.074673807
0.2,-1.258600929,-1.112740836,-0.82102065,-0.529300465,-0.128693009,0.054139907
0.26,-0.895643364,-0.780079028,-0.548950355,-0.317821682,-0.061163048,0.144435664
0.266666667,-0.810543492,-0.702822476,-0.487380444,-0.271938413,-0.094691309,0.158945651
0.286666667,-0.93785992,-0.815407261,-0.570501944,-0.325596627,0.032366749,0.164214008
0.28,-0.560999725,-0.476899753,-0.308699808,-0.140499863,-0.148811833,0.195900028
0.263333333,-1.149372775,-1.008102164,-0.725560943,-0.443019721,-0.121278981,0.122062722
0.223333333,-1.018707712,-0.894503608,-0.646095399,-0.39768719,-0.118777637,0.099129229
0.29,-0.917036566,-0.796332909,-0.554925596,-0.313518283,-0.228150075,0.169296343
0.226666667,-1.437166915,-1.270783557,-0.93801684,-0.605250124,-0.147085271,0.060283309
0.126666667,-1.019173126,-0.904589147,-0.675421188,-0.44625323,-0.232556724,0.012082688
0.243333333,-1.070744637,-0.93933684,-0.676521246,-0.413705652,-0.000465456,0.111925536
0.273333333,-0.569329297,-0.485063034,-0.316530508,-0.147997982,-0.007383543,0.18906707
0.203333333,-0.662389586,-0.575817294,-0.40267271,-0.229528127,-0.059541859,0.116761041
0.326666667,-0.672917306,-0.572958909,-0.373042114,-0.17312532,0.010939132,0.22670827
0.313333333,-0.725758451,-0.621849273,-0.414030916,-0.206212559,-0.013049024,0.209424155
0.37,-0.774607858,-0.660147072,-0.431225501,-0.202303929,-0.005963546,0.255539214
0.19,-0.88321182,-0.775890638,-0.561248274,-0.34660591,-0.040001248,0.082678818
0.233333333,-0.576670825,-0.495670409,-0.333669578,-0.171668746,-0.180915528,0.152332917
0.32,-1.147496202,-1.000746582,-0.707247341,-0.413748101,-0.219595958,0.17325038
0.336666667,-1.478653193,-1.297121207,-0.934057235,-0.570993263,-0.220291483,0.155134681
0.253333333,-1.519860498,-1.342541115,-0.987902349,-0.633263583,-0.181383211,0.07601395
0.236666667,-1.195721813,-1.052482965,-0.766005269,-0.479527573,-0.280417594,0.093427819
0.276666667,-1.486947537,-1.310586117,-0.957863276,-0.605140435,-0.182973432,0.100305247
0.223333333,-1.255466995,-1.107586962,-0.811826897,-0.516066831,0.258431505,0.0754533
0.283333333,0.340327238,0.334627848,0.323229067,0.311830286,0.270502905,0.289032724
0.443333333,0.240565238,0.260842048,0.301395667,0.341949286,0.253511631,0.423056524
0.39,-0.189405674,-0.131465107,-0.015583972,0.100297163,0.179079966,0.332059433
0.406666667,-0.313066781,-0.241093436,-0.097146747,0.046799943,0.136058485,0.334693322
0.453333333,-0.495360608,-0.400491214,-0.210752426,-0.021013638,0.438058631,0.358463939
0.383333333,0.40241766,0.400509227,0.396692362,0.392875497,0.176302936,0.385241766
0.426666667,-0.30676799,-0.233424524,-0.086737593,0.059949339,0.321452339,0.353323201
0.413333333,0.075952239,0.109690348,0.177166567,0.244642786,0.292322444,0.379595224
0.35,0.009963704,0.043967334,0.111974593,0.179981852,0.343913417,0.31599637
0.31,0.32971139,0.327740251,0.323797973,0.319855695,0.402290794,0.311971139
0.533333333,0.617635981,0.609205716,0.592345187,0.575484657,-0.051084443,0.541763598
0.446666667,-1.414725919,-1.22858666,-0.856308143,-0.484029626,0.12677954,0.260527408
0.32,-0.619623755,-0.52566138,-0.337736629,-0.149811878,0.114554723,0.226037625
0.336666667,-0.364817589,-0.294669163,-0.154372312,-0.014075461,0.09073981,0.266518241
0.34,-0.483089524,-0.400780572,-0.236162667,-0.071544762,0.290404547,0.257691048
0.346666667,0.174681824,0.191880308,0.226277277,0.260674246,0.102240976,0.329468183
0.383333333,-0.468085638,-0.382943741,-0.212659947,-0.042376153,0.319137484,0.298191436
0.353333333,0.169347169,0.187745785,0.224543018,0.261340251,0.401456061,0.334934717
0.423333333,0.513742427,0.504701518,0.486619699,0.46853788,-0.040695946,0.432374242
0.476666667,-1.12343093,-0.96342117,-0.643401651,-0.323382132,0.262887367,0.316656907
0.443333333,-0.235930999,-0.168004566,-0.032151699,0.103701167,0.231141028,0.3754069
0.353333333,-0.263974351,-0.202243583,-0.078782046,0.044679491,0.255078425,0.291602565
0.383333333,0.025816973,0.061568609,0.133071881,0.204575153,0.104683742,0.347581697
0.383333333,-0.545498638,-0.452615441,-0.266849047,-0.081082653,0.350835934,0.290450136
0.27,0.27500867,0.274507803,0.273506069,0.272504335,-0.021930909,0.270500867
0.45,-0.70310303,-0.587792727,-0.357172121,-0.126551515,0.191650618,0.334689697
0.326666667,-0.411164608,-0.337381481,-0.189815226,-0.042248971,-0.050955467,0.25288354
0.293333333,-0.932073779,-0.809533068,-0.564451645,-0.319370223,0.002979266,0.170792622
0.266666667,-0.674513558,-0.580395536,-0.392159491,-0.203923446,0.225708503,0.172548645
0.246666667,0.130139453,0.141792174,0.165097617,0.18840306,0.112163234,0.235013946
0.37,-0.201678111,-0.1445103,-0.030174678,0.084160945,-0.034690693,0.312832189
0.443333333,-0.978968978,-0.836738747,-0.552278285,-0.267817823,0.036679773,0.301103102
0.323333333,-0.912178535,-0.788627348,-0.541524975,-0.294422601,-0.086719422,0.199782146
0.353333333,-1.043509185,-0.903824933,-0.62445643,-0.345087926,7.30436E-05,0.213649081
0.253333333,-0.824200965,-0.716447535,-0.500940676,-0.285433816,-0.199141762,0.145579903
0.156666667,-1.254916982,-1.113758617,-0.831441887,-0.549125158,0.164767512,0.015508302
0.32,0.183669484,0.197302536,0.224568639,0.251834742,-0.137636954,0.306366948
0.41,-1.205456513,-1.043910862,-0.720819559,-0.397728257,0.242808818,0.248454349
0.21,-0.147303939,-0.111573545,-0.040112757,0.031348031,0.114538674,0.174269606
0.416666667,-0.108204419,-0.05571731,0.049256907,0.154231124,0.013928906,0.364179558
0.343333333,-0.925792535,-0.798879948,-0.545054775,-0.291229601,0.024401903,0.216420746
0.223333333,-0.719771435,-0.625460958,-0.436840005,-0.248219051,0.097793821,0.129022856
0.3,-0.195131707,-0.145618536,-0.046592195,0.052434147,0.180881359,0.250486829
0.366666667,-0.097062137,-0.050689257,0.042056504,0.134802265,0.057580689,0.320293787
0.273333333,-0.663619926,-0.5699246,-0.382533948,-0.195143297,0.209611841,0.179638007
0.396666667,0.060928358,0.094502189,0.161649851,0.228797513,-0.046598104,0.363092836
0.24,-1.080882569,-0.948794312,-0.684617798,-0.420441285,0.106885596,0.107911743
0.35,-0.203714681,-0.148343213,-0.037600277,0.07314266,0.094163302,0.294628532
0.306666667,-0.502788993,-0.421843427,-0.259952295,-0.098061163,0.374782181,0.225721101
0.3,0.533718379,0.510346541,0.463602865,0.41685919,-0.063952968,0.323371838
0.46,-0.913176559,-0.775858903,-0.501223591,-0.22658828,0.304337028,0.322682344
0.35,-0.058876574,-0.017988917,0.063786398,0.145561713,0.09919582,0.309112343
0.31,-0.486013934,-0.406412541,-0.247209754,-0.088006967,0.30256744,0.230398607
0.33,0.2852248,0.28970232,0.29865736,0.3076124,-0.111624657,0.32552248
0.453333333,-1.142082191,-0.982540639,-0.663457534,-0.344374429,0.331511666,0.293791781
0.35,0.04726111,0.077534999,0.138082777,0.198630555,0.176958423,0.319726111
0.346666667,-0.226805256,-0.169458064,-0.054763679,0.059930706,0.211756043,0.289319475
0.296666667,-0.103035413,-0.063065205,0.016875211,0.096815627,0.08919381,0.256696459
0.31,-0.394909523,-0.324418571,-0.183436666,-0.042454762,-0.013431486,0.239509048
0.283333333,-0.768104954,-0.662961125,-0.452673468,-0.242385811,0.248751554,0.178189504
0.25,0.168060735,0.176254662,0.192642515,0.209030368,0.005138322,0.241806074
0.29,-0.566205592,-0.480585033,-0.309343914,-0.138102796,0.334975645,0.204379441
0.36,0.439918818,0.431926936,0.415943173,0.399959409,0.222211788,0.367991882
0.5,-0.09929404,-0.039364636,0.080494172,0.20035298,0.002683078,0.440070596
0.336666667,-1.157723074,-1.0082841,-0.709406152,-0.410528204,0.135113143,0.187227693
0.4,-0.335178414,-0.261660573,-0.11462489,0.032410793,0.410440498,0.326482159
0.293333333,0.43480166,0.420654827,0.392361162,0.364067497,-0.027360654,0.307480166
0.463333333,-0.775646625,-0.651748629,-0.403952638,-0.156156646,0.023835282,0.339435337
0.306666667,-1.001660169,-0.870827485,-0.609162118,-0.347496751,0.230168503,0.175833983
0.283333333,0.051672787,0.074838842,0.121170951,0.16750306,-0.00247643,0.260167278
0.39,-0.669365877,-0.563429289,-0.351556114,-0.139682939,0.154343999,0.284063412
0.366666667,-0.395520002,-0.319301335,-0.166864001,-0.014426668,0.087202665,0.290448
0.32,-0.564880006,-0.476392005,-0.299416004,-0.122440003,-0.041321305,0.231511999
0.376666667,-0.88440435,-0.758297248,-0.506083045,-0.253868842,0.188942758,0.250559565
0.38,-0.249079697,-0.186171727,-0.060355788,0.065460152,0.15513441,0.31709203
0.266666667,-0.369551966,-0.305930103,-0.178686376,-0.05144265,-0.192135617,0.203044804
0.31,-1.26267428,-1.105406852,-0.790871996,-0.47633714,0.142739929,0.152732572
0.34,-0.24753357,-0.188780213,-0.071273499,0.046233215,0.065406362,0.281246643
0.376666667,-0.575312126,-0.480114247,-0.289718488,-0.09932273,0.160945392,0.281468788
0.296666667,-0.342404249,-0.278497157,-0.150682974,-0.022868791,0.123337615,0.232759575
0.366666667,-0.281096839,-0.216320488,-0.086767787,0.042784914,0.02018221,0.301890316
0.423333333,-0.788281524,-0.667120038,-0.424797067,-0.182474096,0.106122057,0.302171847
0.3,-0.634037587,-0.540633828,-0.353826311,-0.167018794,0.036691263,0.206596241
0.326666667,-0.57769579,-0.487259544,-0.306387053,-0.125514562,0.134816221,0.236230421
0.366666667,-0.31283482,-0.244884671,-0.108984374,0.026915924,-0.050725999,0.298716518
0.376666667,-1.024642219,-0.88451133,-0.604249553,-0.323987776,0.247848463,0.236535778
0.253333333,-0.052727347,-0.022121279,0.039090857,0.100302993,-0.092069647,0.222727265
0.43,-0.898009934,-0.765208941,-0.499606954,-0.234004967,0.279295918,0.297199007
0.266666667,-0.072346939,-0.038445578,0.029357143,0.097159864,-0.125366968,0.232765306
0.35,-1.040112116,-0.901100904,-0.623078481,-0.345056058,-0.158238885,0.210988788
0.233333333,-1.344129615,-1.18638332,-0.870890731,-0.555398141,-0.068121635,0.075587038
0.273333333,-0.771516561,-0.667031572,-0.458061593,-0.249091614,0.067003732,0.168848344
0.316666667,-0.414432004,-0.341322137,-0.195102403,-0.048882669,-0.13001259,0.2435568
0.32,-1.172264189,-1.02303777,-0.724584932,-0.426132095,-0.083255619,0.170773581
0.333333333,-1.024185397,-0.888433524,-0.616929778,-0.345426032,0.235003413,0.19758146
0.32,0.005566933,0.03701024,0.099896853,0.162783467,-0.131326773,0.288556693
0.44,-1.184422578,-1.02198032,-0.697095805,-0.372211289,0.058193332,0.277557742
0.27,-0.832688892,-0.722420003,-0.501882224,-0.281344446,0.157999369,0.159731111
0.273333333,-0.103335437,-0.06566856,0.009665194,0.084998948,-0.197238203,0.235666456
0.28,-1.295238452,-1.137714607,-0.822666916,-0.507619226,0.053847233,0.122476155
0.383333333,-0.473842557,-0.388124968,-0.21668979,-0.045254612,-0.072759871,0.297615744
0.293333333,-1.136977348,-0.99394628,-0.707884144,-0.421822008,0.312338665,0.150302265
0.263333333,0.356684439,0.347349328,0.328679107,0.310008886,0.265985268,0.272668444
0.466666667,0.272173117,0.291622472,0.330521182,0.369419892,0.322316923,0.447217312
0.436666667,-0.014499148,0.030617434,0.120850597,0.21108376,0.449192794,0.391550086
0.43,0.478420422,0.47357838,0.463894295,0.454210211,0.525583896,0.434842042
0.506666667,0.748612986,0.724418354,0.67602909,0.627639827,0.415724023,0.530861299
0.456666667,0.203524519,0.228838734,0.279467163,0.330095593,0.430807292,0.431352452
