FIPS,Percent,Total,%,Distance to Closest (Miles),Normalized
41021,0.114,220,11.4,,7.132813963
41023,0.143,"1,030",14.3,,7.010144166
41025,0.1,730,10,,7.850284205
41027,0.059,"1,370",5.9,,7.923138573
41029,0.115,"25,240",11.5,,7.66426408
41031,0.121,"2,920",12.1,,8.131449359
41033,0.135,"11,760",13.5,,7.660440246
41035,0.147,"9,940",14.7,,7.347959449
41037,0.131,"1,040",13.1,,8.024400387
41039,0.132,"49,840",13.2,,8.315702745
41041,0.154,"7,580",15.4,,7.982117218
41043,0.117,"14,910",11.7,,6.687263579
41045,0.124,"3,790",12.4,,8.023234468
41047,0.106,"36,390",10.6,,7.356793179
41049,0.093,"1,070",9.3,,8.032662553
41051,0.115,"93,380",11.5,,8.222465856
41053,0.096,"8,160",9.6,,7.614081342
41055,0.112,190,11.2,,8.333352319
41057,0.118,"3,170",11.8,,7.178356521
41059,0.11,"8,490",11,,6.979835508
41061,0.117,"3,100",11.7,,6.820620702
41063,0.109,770,10.9,,7.705315896
41065,0.108,"2,840",10.8,,8.194979596
41067,0.08,"47,560",8,,7.396965789
41069,0.116,160,11.6,,8.22016405
41071,0.098,"10,380",9.8,,1.275544945
42001,0.082,"8,410",8.2,,1.52848671
42003,0.108,"131,440",10.8,,1.658895161
42005,0.121,"7,920",12.1,,1.601704273
42007,0.113,"18,690",11.3,,1.433905134
42009,0.113,"5,460",11.3,,1.436523533
42011,0.102,"42,640",10.2,,1.568193562
42013,0.126,"15,390",12.6,,1.911939864
42015,0.111,"6,770",11.1,,1.438378834
42017,0.073,"45,970",7.3,,1.682700806
42019,0.087,"16,350",8.7,,1.589281532
42021,0.132,"17,350",13.2,,1.86721715
42023,0.171,770,17.1,,1.614178053
42025,0.12,"7,670",12,,1.666762754
42027,0.084,"13,660",8.4,,1.28697014
42029,0.06,"31,270",6,,1.790906236
42031,0.124,"4,780",12.4,,1.747583057
42033,0.129,"10,260",12.9,,1.760646026
42035,0.13,"5,000",13,,1.654614133
42037,0.113,"7,400",11.3,,1.948817054
42039,0.124,"10,510",12.4,,1.377082926
42041,0.08,"20,020",8,,1.442499373
42043,0.101,"28,100",10.1,,1.280343124
42045,0.091,"51,730",9.1,,1.901583435
42047,0.124,"3,740",12.4,,2.055854869
42049,0.129,"35,210",12.9,,1.345726831
42051,0.153,"19,880",15.3,,1.907164234
42053,0.148,"1,070",14.8,,1.330360279
42055,0.097,"15,010",9.7,,1.366467296
42057,0.125,"1,810",12.5,,1.314059971
42059,0.127,"4,650",12.7,,1.513148428
42061,0.116,"5,230",11.6,,1.619693517
42063,0.126,"10,650",12.6,,1.786129592
42065,0.123,"5,360",12.3,,1.509263927
42067,0.095,"2,350",9.5,,1.795414826
42069,0.127,"26,690",12.7,,1.304928715
42071,0.087,"47,150",8.7,,1.708680002
42073,0.127,"10,980",12.7,,1.419002068
42075,0.098,"13,750",9.8,,1.511806499
42077,0.106,"38,970",10.6,,1.699112288
42079,0.129,"41,060",12.9,,1.771111795
42081,0.121,"13,830",12.1,,2.019000508
42083,0.142,"5,840",14.2,,1.816188314
42085,0.133,"14,740",13.3,,1.54949648
42087,0.121,"5,580",12.1,,1.673479264
42089,0.104,"17,580",10.4,,1.382255961
42091,0.07,"58,060",7,,1.650796992
42093,0.096,"1,740",9.6,,1.570722407
42095,0.089,"27,060",8.9,,1.591027495
42097,0.124,"11,340",12.4,,1.456632729
42099,0.086,"3,950",8.6,,1.325626023
42101,0.158,"249,890",15.8,,1.780250692
42103,0.103,"5,710",10.3,,1.948462813
42105,0.121,"2,020",12.1,,1.534804542
42107,0.123,"17,520",12.3,,1.574367734
42109,0.099,"4,020",9.9,,1.392961929
42111,0.113,"8,330",11.3,,1.793231967
42113,0.109,660,10.9,,1.92458234
42115,0.107,"4,360",10.7,,1.925292689
42117,0.123,"5,010",12.3,,1.640362464
42119,0.094,"4,230",9.4,,1.854407613
42121,0.13,"6,660",13,,2.009333
42123,0.113,"4,470",11.3,,1.430383018
42125,0.104,"21,630",10.4,,1.877444429
42127,0.113,"5,800",11.3,,1.486311784
42129,0.105,"36,790",10.5,,1.817179019
42131,0.103,"2,800",10.3,,1.270230682
42133,0.089,"39,970",8.9,,2.302401095
44001,0.075,"3,660",7.5,,2.244338268
44003,0.094,"15,410",9.4,,2.266633186
44005,0.084,"6,940",8.4,,2.303344098
44007,0.116,"73,580",11.6,,2.182615264
44009,0.073,"9,170",7.3,,0.277767525
45001,0.113,"2,790",11.3,,0.123797074
45003,0.091,"15,390",9.1,,0.255670178
45005,0.159,"1,390",15.9,,0.279337218
45007,0.103,"20,630",10.3,,0.256594673
45009,0.122,"1,740",12.2,,0.188380793
45011,0.158,"3,340",15.8,,0.140622875
45013,0.074,"13,950",7.4,,0.119304456
45015,0.085,"18,830",8.5,,0.113243349
45017,0.114,"1,660",11.4,,0.003417523
45019,0.09,"36,810",9,,0.227641506
45021,0.128,"7,290",12.8,,0.206878466
45023,0.125,"4,030",12.5,,0.280288913
45025,0.127,"5,830",12.7,,0.242049132
45027,0.128,"4,340",12.8,,0.199030114
45029,0.112,"4,200",11.2,,0.319210105
45031,0.131,"8,760",13.1,,0.266632567
45033,0.153,"4,660",15.3,,0.146613173
45035,0.086,"13,880",8.6,,0.11162337
45037,0.093,"2,510",9.3,,0.151148078
45039,0.109,"2,440",10.9,,0.367282746
45041,0.101,"13,900",10.1,,0.272682147
45043,0.108,"6,730",10.8,,0.236225882
45045,0.087,"44,670",8.7,,0.241515069
45047,0.117,"8,240",11.7,,0.244591641
45049,0.096,"1,850",9.6,,0.386730493
45051,0.12,"41,450",12,,0.125108465
45053,0.099,"2,910",9.9,,0.170049724
45055,0.099,"6,530",9.9,,0.191755959
45057,0.091,"8,720",9.1,,0.339138558
45059,0.13,"8,730",13,,0.218884332
45061,0.133,"2,280",13.3,,0.080592854
45063,0.081,"24,020",8.1,,0.16828967
45065,0.103,980,10.3,,0.35965955
45067,0.126,"3,900",12.6,,0.275974173
45069,0.175,"4,620",17.5,,0.205148583
45071,0.098,"3,770",9.8,,0.274106458
45073,0.115,"8,970",11.5,,0.186224625
45075,0.129,"11,210",12.9,,0.244035992
45077,0.102,"12,770",10.2,,0.028737831
45079,0.094,"39,040",9.4,,0.209165073
45081,0.097,"1,960",9.7,,0.26252602
45083,0.105,"32,870",10.5,,0.172097989
45085,0.111,"11,890",11.1,,0.288718087
45087,0.144,"3,930",14.4,,0.27480859
45089,0.134,"4,130",13.4,,0.130583757
45091,0.075,"20,450",7.5,,2.849487816
46003,0.052,140,5.2,,3.040823927
46005,0.091,"1,670",9.1,,3.139186244
46007,0.155,530,15.5,,2.547942933
46009,0.095,660,9.5,,2.907368605
46011,0.08,"2,820",8,,3.426671553
46013,0.076,"2,980",7.6,,2.90908203
46015,0.111,580,11.1,,3.033066064
46017,0.213,430,21.3,,3.886735461
46019,0.084,860,8.4,,3.650099878
46021,0.053,80,5.3,,2.694573086
46023,0.129,"1,210",12.9,,3.136865887
46025,0.062,230,6.2,,2.438413988
46027,0.106,"1,500",10.6,,3.136680483
46029,0.099,"2,770",9.9,,3.767525601
46031,0.201,830,20.1,,3.574318602
46033,0.098,860,9.8,,2.791962693
46035,0.1,"2,000",10,,3.295297036
46037,0.102,560,10.2,,3.031013873
46039,0.066,280,6.6,,3.563334104
46041,0.186,"1,090",18.6,,2.724787402
46043,0.07,200,7,,3.451652305
46045,0.052,200,5.2,,3.486785044
46047,0.127,850,12.7,,3.335046093
46049,0.128,300,12.8,,3.175598679
46051,0.067,480,6.7,,2.763855779
46053,0.089,370,8.9,,3.41183457
46055,0.099,190,9.9,,3.035453922
46057,0.052,320,5.2,,3.156529357
46059,0.08,240,8,,2.756980569
46061,0.083,280,8.3,,4.059928368
46063,0.065,80,6.5,,3.22394653
46065,0.084,"1,470",8.4,,2.644843555
46067,0.077,560,7.7,,3.209980998
46069,0.05,70,5,,3.263474077
46071,0.201,660,20.1,,2.96572035
46073,0.072,150,7.2,,3.193207868
46075,0.084,70,8.4,,2.957495429
46077,0.072,350,7.2,,2.815023036
46079,0.078,"1,000",7.8,,3.799120885
46081,0.106,"2,730",10.6,,2.538765481
46083,0.046,"2,700",4.6,,3.058566821
46085,0.14,540,14,,2.719720885
46087,0.07,390,7,,3.562282768
46089,0.09,210,9,,3.424459295
46091,0.062,300,6.2,,3.669327172
46093,0.069,"1,940",6.9,,3.097184273
46095,0.225,460,22.5,,2.853577357
46097,0.095,210,9.5,,2.675140217
46099,0.076,"14,640",7.6,,2.783282689
46101,0.093,600,9.3,,3.542778016
46102,0.258,"3,690",25.8,,3.88059439
46103,0.102,"11,460",10.2,,3.422718365
46105,0.077,230,7.7,,3.339979458
46107,0.065,150,6.5,,2.897692426
46109,0.124,"1,280",12.4,,3.329249426
46111,0.086,200,8.6,,3.215240364
46115,0.069,440,6.9,,3.328744234
46117,0.05,150,5,,3.338446748
46119,0.066,80,6.6,,2.98424168
46121,0.264,"2,720",26.4,,2.903101753
46123,0.096,520,9.6,,2.582549856
46125,0.073,610,7.3,,2.385699795
46127,0.078,"1,220",7.8,,3.542901169
46129,0.106,570,10.6,,2.506042387
46135,0.086,"1,950",8.6,,3.621245137
46137,0.208,570,20.8,,0.130317546
47001,0.148,"11,350",14.8,,0.252099951
47003,0.128,"6,290",12.8,,0.356246772
47005,0.174,"2,800",17.4,,0.182861351
47007,0.182,"2,720",18.2,,0.031420474
47009,0.108,"14,180",10.8,,0.118686797
47011,0.139,"14,870",13.9,,0.220273744
47013,0.184,"7,350",18.4,,0.242667936
47015,0.141,"2,030",14.1,,0.467206354
47017,0.149,"4,150",14.9,,0.265465329
47019,0.165,"9,300",16.5,,0.081150707
47021,0.111,"4,500",11.1,,0.386280944
47023,0.11,"1,890",11,,0.26154659
47025,0.182,"5,810",18.2,,0.36657218
47027,0.186,"1,420",18.6,,0.209485356
47029,0.188,"6,730",18.8,,0.267334121
47031,0.146,"8,200",14.6,,0.341170797
47033,0.128,"1,830",12.8,,0.285692061
47035,0.138,"8,310",13.8,,0.007279542
47037,0.124,"85,410",12.4,,0.419446482
47039,0.152,"1,780",15.2,,0.276424351
47041,0.17,"3,430",17,,0.15493039
47043,0.12,"6,380",12,,0.354171747
47045,0.158,"5,880",15.8,,0.146765346
47047,0.107,"4,350",10.7,,0.334072461
47049,0.162,"2,990",16.2,,0.203709957
47051,0.152,"6,360",15.2,,0.427038981
47053,0.139,"6,850",13.9,,0.204086083
47055,0.136,"4,010",13.6,,0.21797188
47057,0.157,"3,650",15.7,,0.225980824
47059,0.163,"11,240",16.3,,0.166323787
47061,0.179,"2,390",17.9,,0.252802313
47063,0.146,"9,440",14.6,,0.048464885
47065,0.12,"43,600",12,,0.335563044
47067,0.217,"1,420",21.7,,0.262675549
47069,0.145,"3,670",14.5,,0.476902086
47071,0.146,"3,750",14.6,,0.321315298
47073,0.16,"9,100",16,,0.254218618
47075,0.146,"2,530",14.6,,0.476239394
47077,0.157,"4,390",15.7,,0.420312243
47079,0.163,"5,240",16.3,,0.231227842
47081,0.126,"3,150",12.6,,0.256561172
47083,0.145,"1,190",14.5,,0.27686324
47085,0.139,"2,580",13.9,,0.314707977
47087,0.158,"1,860",15.8,,0.178577634
47089,0.139,"7,520",13.9,,0.350776295
47091,0.17,"3,020",17,,0.075475048
47093,0.114,"53,220",11.4,,0.368935833
47095,0.212,"1,540",21.2,,0.257653227
47097,0.17,"4,370",17,,0.280821177
47099,0.152,"6,650",15.2,,0.301339114
47101,0.163,"1,980",16.3,,0.141149455
47103,0.132,"4,500",13.2,,0.086716965
47105,0.111,"5,880",11.1,,0.20950876
47107,0.15,"8,030",15,,0.381241718
47109,0.158,"4,070",15.8,,0.244672125
47111,0.146,"3,540",14.6,,0.357354986
47113,0.139,"13,620",13.9,,0.097643422
47115,0.156,"4,460",15.6,,0.250051836
47117,0.147,"4,960",14.7,,0.213247327
47119,0.107,"10,080",10.7,,0.200359782
47121,0.147,"1,800",14.7,,0.131585057
47123,0.158,"7,330",15.8,,0.190538735
47125,0.121,"24,830",12.1,,0.202706198
47127,0.101,650,10.1,,0.219672123
47129,0.17,"3,660",17,,0.4585566
47131,0.162,"4,910",16.2,,0.410263946
47133,0.153,"3,390",15.3,,0.352266763
47135,0.188,"1,500",18.8,,0.404099364
47137,0.158,800,15.8,,0.210953954
47139,0.133,"2,230",13.3,,0.36040344
47141,0.138,"10,870",13.8,,0.210574587
47143,0.166,"5,480",16.6,,0.14782285
47145,0.134,"7,170",13.4,,0.111708525
47147,0.105,"7,460",10.5,,0.159315876
47149,0.101,"32,690",10.1,,0.265812286
47151,0.196,"4,330",19.6,,0.110224296
47153,0.172,"2,560",17.2,,0.12897452
47155,0.15,"14,660",15,,0.045620637
47157,0.137,"128,190",13.7,,0.231563143
47159,0.131,"2,610",13.1,,0.306201471
47161,0.133,"1,810",13.3,,0.325544082
47163,0.148,"23,290",14.8,,0.128736701
47165,0.107,"20,020",10.7,,0.159575954
47167,0.117,"7,180",11.7,,0.187042449
47169,0.109,"1,190",10.9,,0.182540413
47171,0.161,"2,880",16.1,,0.181368223
47173,0.155,"3,060",15.5,,0.222015293
47175,0.167,970,16.7,,0.25346186
47177,0.17,"6,960",17,,0.244927924
47179,0.138,"17,800",13.8,,0.379400609
47181,0.143,"2,380",14.3,,0.535571351
47183,0.149,"4,990",14.9,,0.30044986
47185,0.137,"3,710",13.7,,0.106331784
47187,0.061,"14,280",6.1,,0.136419431
47189,0.097,"13,650",9.7,,0.590568516
48001,0.139,"8,060",13.9,,2.538672427
48003,0.12,"2,200",12,,0.470194429
48005,0.174,"15,170",17.4,,1.747345319
48007,0.186,"4,500",18.6,,1.349868733
48009,0.137,"1,200",13.7,,1.967317894
48011,0.105,210,10.5,,1.870075572
48013,0.116,"5,830",11.6,,1.147840058
48015,0.135,"4,030",13.5,,2.43277786
48017,0.102,710,10.2,,1.8695735
48019,0.149,"3,400",14.9,,1.319373355
48021,0.12,"10,440",12,,1.490033512
48023,0.157,560,15.7,,1.822763608
48025,0.169,"5,500",16.9,,1.192695687
48027,0.151,"53,820",15.1,,1.745823039
48029,0.146,"288,320",14.6,,1.559355981
48031,0.129,"1,510",12.9,,2.165331996
48033,0.117,80,11.7,,1.14815215
48035,0.155,"2,850",15.5,,0.116631785
48037,0.16,"14,990",16,,1.14858434
48039,0.116,"42,840",11.6,,0.962989229
48041,0.15,"34,030",15,,2.954018607
48043,0.158,"1,460",15.8,,1.945947528
48045,0.154,210,15.4,,2.277694345
48047,0.239,"1,700",23.9,,1.551607517
48049,0.15,"5,680",15,,1.073681482
48051,0.134,"2,440",13.4,,1.419093387
48053,0.121,"5,760",12.1,,1.44922178
48055,0.139,"5,930",13.9,,1.570354823
48057,0.12,"2,580",12,,1.607667529
48059,0.139,"1,940",13.9,,2.349319467
48061,0.179,"75,390",17.9,,0.320984067
48063,0.167,"2,160",16.7,,1.957213714
48065,0.11,660,11,,0.155188471
48067,0.174,"5,230",17.4,,2.242446385
48069,0.109,820,10.9,,0.831263542
48071,0.145,"6,170",14.5,,0.455594908
48073,0.146,"7,630",14.6,,1.665126388
48075,0.137,990,13.7,,1.203772542
48077,0.151,"1,580",15.1,,2.472791601
48079,0.19,540,19,,1.973551078
48081,0.155,510,15.5,,1.683716872
48083,0.166,"1,370",16.6,,0.744374506
48085,0.109,"109,310",10.9,,1.659992913
48087,0.154,450,15.4,,1.266556986
48089,0.112,"2,390",11.2,,1.613570025
48091,0.121,"17,960",12.1,,1.414397569
48093,0.145,"1,970",14.5,,1.833170079
48095,0.138,420,13.8,,0.924853514
48097,0.148,"5,980",14.8,,1.237679315
48099,0.152,"11,480",15.2,,1.722043805
48101,0.195,320,19.5,,2.580229482
48103,0.104,490,10.4,,2.33152772
48105,0.145,490,14.5,,2.050812141
48107,0.158,910,15.8,,3.146126789
48109,0.198,430,19.8,,2.320233978
48111,0.12,870,12,,0.833822023
48113,0.142,"373,560",14.2,,2.314292052
48115,0.181,"2,330",18.1,,2.32012394
48117,0.108,"2,000",10.8,,0.47792861
48119,0.165,870,16.5,,0.900477061
48121,0.112,"96,610",11.2,,1.572221564
48123,0.156,"3,150",15.6,,1.908608424
48125,0.162,350,16.2,,2.260575289
48127,0.231,"2,370",23.1,,1.813697137
48129,0.125,420,12.5,,2.169096801
48131,0.179,"2,000",17.9,,1.452596476
48133,0.179,"3,280",17.9,,2.545347893
48135,0.143,"23,160",14.3,,2.112456054
48137,0.123,240,12.3,,0.886094809
48139,0.111,"19,920",11.1,,3.611432238
48141,0.151,"126,370",15.1,,1.291399214
48143,0.138,"5,840",13.8,,1.015371473
48145,0.183,"3,160",18.3,,0.605222325
48147,0.139,"4,880",13.9,,1.28218689
48149,0.124,"3,130",12.4,,1.868641003
48151,0.137,520,13.7,,2.006263088
48153,0.13,750,13,,1.595398001
48155,0.127,150,12.7,,1.158209146
48157,0.102,"80,400",10.2,,0.358977825
48159,0.12,"1,290",12,,0.740883399
48161,0.17,"3,360",17,,2.010249327
48163,0.145,"2,910",14.5,,2.512935971
48165,0.134,"2,820",13.4,,0.990529631
48167,0.141,"47,740",14.1,,2.103622649
48169,0.169,"1,020",16.9,,1.695286325
48171,0.13,"3,470",13,,2.254992757
48173,0.133,190,13.3,,1.697653463
48175,0.141,"1,070",14.1,,1.507479808
48177,0.131,"2,740",13.1,,1.80430444
48179,0.157,"3,470",15.7,,0.770482622
48181,0.146,"19,450",14.6,,0.307471095
48183,0.168,"20,810",16.8,,0.920454368
48185,0.15,"4,270",15,,1.581537563
48187,0.111,"18,060",11.1,,2.152244868
48189,0.14,"4,680",14,,1.797834221
48191,0.17,510,17,,1.298874276
48193,0.171,"1,440",17.1,,1.97389832
48195,0.111,600,11.1,,1.555035269
48197,0.152,600,15.2,,0.658931327
48199,0.161,"9,210",16.1,,1.001687612
48201,0.149,"695,310",14.9,,0.182230686
48203,0.16,"10,630",16,,2.310247931
48205,0.109,610,10.9,,1.656399988
48207,0.153,870,15.3,,1.503281056
48209,0.12,"26,660",12,,1.655707619
48211,0.129,500,12.9,,0.61474791
48213,0.167,"13,710",16.7,,2.420887141
48215,0.191,"164,720",19.1,,0.997284132
48217,0.149,"5,370",14.9,,2.338197506
48219,0.147,"3,390",14.7,,1.162642908
48221,0.13,"7,780",13,,0.458385834
48223,0.141,"5,170",14.1,,0.616449323
48225,0.169,"3,880",16.9,,2.193754411
48227,0.161,"5,840",16.1,,3.393460226
48229,0.181,850,18.1,,0.608310482
48231,0.152,"14,620",15.2,,1.95981823
48233,0.149,"3,140",14.9,,2.157925683
48235,0.131,200,13.1,,1.204555024
48237,0.159,"1,420",15.9,,1.460817646
48239,0.148,"2,190",14.8,,0.498386989
48241,0.196,"6,970",19.6,,3.11714296
48243,0.157,350,15.7,,0.697910068
48245,0.182,"46,070",18.2,,2.378118024
48247,0.197,"1,020",19.7,,2.075194988
48249,0.182,"7,420",18.2,,1.04052356
48251,0.129,"22,190",12.9,,1.718293508
48253,0.138,"2,740",13.8,,1.720823373
48255,0.132,"2,060",13.2,,0.720254888
48257,0.124,"16,130",12.4,,1.696473857
48259,0.103,"4,700",10.3,,2.184296076
48261,0.109,40,10.9,,1.959330755
48263,0.141,100,14.1,,1.843261404
48265,0.147,"7,690",14.7,,1.889615137
48267,0.168,730,16.8,,1.767170715
48269,0.232,60,23.2,,2.243934857
48271,0.162,600,16.2,,2.07175267
48273,0.179,"5,490",17.9,,1.630878045
48275,0.133,490,13.3,,0.454723127
48277,0.181,"9,020",18.1,,2.298950203
48279,0.152,"1,980",15.2,,1.383236363
48281,0.143,"3,020",14.3,,2.126879526
48283,0.141,"1,060",14.1,,1.408141456
48285,0.124,"2,480",12.4,,1.193530429
48287,0.12,"2,050",12,,0.760841824
48289,0.174,"3,010",17.4,,0.7997301
48291,0.167,"14,420",16.7,,0.879584557
48293,0.165,"3,860",16.5,,1.675078778
48295,0.13,430,13,,1.916531822
48297,0.17,"2,070",17,,1.567396444
48299,0.147,"3,150",14.7,,2.843054482
48301,0.243,30,24.3,,2.193945849
48303,0.149,"45,900",14.9,,2.243316193
48305,0.154,910,15.4,,1.696120423
48307,0.166,"1,320",16.6,,1.052381844
48309,0.154,"39,140",15.4,,2.00856824
48311,0.093,70,9.3,,0.809806515
48313,0.136,"1,950",13.6,,0.217120729
48315,0.181,"1,800",18.1,,2.341543532
48317,0.117,660,11.7,,1.715190999
48319,0.122,520,12.2,,1.360790031
48321,0.174,"6,400",17.4,,2.329972013
48323,0.201,"11,660",20.1,,1.909034485
48325,0.122,"6,180",12.2,,1.861707394
48327,0.168,350,16.8,,2.399872089
48329,0.121,"20,680",12.1,,1.101817305
48331,0.155,"3,850",15.5,,1.45465119
48333,0.134,650,13.4,,2.046657573
48335,0.133,"1,100",13.3,,1.072957579
48337,0.164,"3,210",16.4,,0.892801281
48339,0.125,"73,560",12.5,,2.110877719
48341,0.103,"2,180",10.3,,0.235067621
48343,0.189,"2,340",18.9,,1.860838357
48345,0.133,180,13.3,,0.370583767
48347,0.186,"12,130",18.6,,0.802921198
48349,0.154,"7,600",15.4,,0.415808948
48351,0.208,"2,860",20.8,,1.899937354
48353,0.156,"2,320",15.6,,1.979187229
48355,0.152,"55,000",15.2,,1.824850281
48357,0.128,"1,270",12.8,,2.309845138
48359,0.122,260,12.2,,0.582699521
48361,0.17,"14,220",17,,1.268963718
48363,0.159,"4,580",15.9,,0.179176393
48365,0.16,"3,720",16,,1.12243423
48367,0.121,"16,790",12.1,,2.389827463
48369,0.106,"1,020",10.6,,2.702838758
48371,0.137,"2,150",13.7,,0.641190251
48373,0.182,"9,150",18.2,,2.109683863
48375,0.161,"19,010",16.1,,3.213909794
48377,0.287,"1,950",28.7,,0.550875008
48379,0.149,"1,790",14.9,,2.11985993
48381,0.119,"16,120",11.9,,2.309713985
48383,0.12,450,12,,2.00589149
48385,0.213,730,21.3,,0.303830167
48387,0.171,"2,070",17.1,,2.923782674
48389,0.119,"1,850",11.9,,1.740679121
48391,0.158,"1,110",15.8,,1.807881731
48393,0.128,100,12.8,,0.940572317
48395,0.143,"2,440",14.3,,0.717545432
48397,0.088,"8,920",8.8,,1.825284337
48399,0.138,"1,420",13.8,,0.309407902
48401,0.135,"7,310",13.5,,0.368454601
48403,0.208,"2,180",20.8,,0.369464145
48405,0.23,"1,900",23,,0.756461993
48407,0.165,"4,710",16.5,,1.893334027
48409,0.162,"10,840",16.2,,1.549874297
48411,0.143,860,14.3,,2.064960597
48413,0.136,390,13.6,,2.016607344
48415,0.141,"2,390",14.1,,1.567890722
48417,0.142,470,14.2,,0.23993081
48419,0.178,"4,500",17.8,,2.123321169
48421,0.117,350,11.7,,0.439342776
48423,0.143,"32,930",14.3,,1.171772974
48425,0.151,"1,350",15.1,,2.505974446
48427,0.236,"15,100",23.6,,1.419617585
48429,0.17,"1,590",17,,2.126204775
48431,0.076,100,7.6,,1.807756957
48433,0.125,180,12.5,,2.108226069
48435,0.136,520,13.6,,2.094051266
48437,0.176,"1,300",17.6,,0.977356996
48439,0.131,"272,440",13.1,,1.753465007
48441,0.149,"20,460",14.9,,2.573466956
48443,0.091,80,9.1,,2.38432487
48445,0.172,"2,140",17.2,,1.506622282
48447,0.184,280,18.4,,0.284558275
48449,0.143,"4,680",14.3,,2.000094787
48451,0.135,"15,990",13.5,,1.388359258
48453,0.126,"158,120",12.6,,0.609551172
48455,0.192,"2,830",19.2,,0.593794198
48457,0.197,"4,240",19.7,,0.360305044
48459,0.168,"6,970",16.8,,2.454312954
48461,0.099,360,9.9,,2.072826112
48463,0.158,"4,250",15.8,,2.357196385
48465,0.151,"7,420",15.1,,0.606938353
48467,0.148,"8,290",14.8,,1.574710437
48469,0.153,"14,120",15.3,,0.786470382
48471,0.151,"10,900",15.1,,1.059735986
48473,0.13,"6,950",13,,2.737845567
48475,0.126,"1,480",12.6,,1.089529691
48477,0.127,"4,460",12.7,,2.318650721
48479,0.162,"44,480",16.2,,1.307561865
48481,0.144,"5,990",14.4,,1.650901113
48483,0.161,840,16.1,,1.30400589
48485,0.168,"22,270",16.8,,1.437493682
48487,0.184,"2,340",18.4,,2.290509575
48489,0.19,"4,080",19,,1.286451701
48491,0.107,"61,070",10.7,,1.705757572
48493,0.108,"5,400",10.8,,2.691137463
48495,0.121,950,12.1,,1.055339034
48497,0.136,"9,260",13.6,,0.455140246
48499,0.156,"7,040",15.6,,2.51872701
48501,0.134,"1,160",13.4,,1.35509065
48503,0.139,"2,500",13.9,,2.480430193
48505,0.214,"3,040",21.4,,2.167818606
48507,0.228,"2,720",22.8,,5.311510746
49001,0.081,540,8.1,,5.421205072
49003,0.099,"5,440",9.9,,5.103825409
49005,0.104,"13,160",10.4,,4.646993105
49007,0.139,"2,840",13.9,,4.463884289
49009,0.077,50,7.7,,5.132881793
49011,0.078,"27,460",7.8,,4.647397938
49013,0.141,"2,810",14.1,,4.644495013
49015,0.121,"1,230",12.1,,4.808121633
49017,0.166,830,16.6,,4.341689798
49019,0.151,"1,470",15.1,,5.312163115
49021,0.126,"6,680",12.6,,5.229201263
49023,0.108,"1,250",10.8,,4.916569468
49025,0.139,"1,060",13.9,,5.29009327
49027,0.111,"1,440",11.1,,5.003953012
49029,0.055,660,5.5,,5.010432072
49031,0.173,320,17.3,,4.970966167
49033,0.116,280,11.6,,5.060671402
49035,0.097,"111,390",9.7,,4.353479786
49037,0.191,"2,930",19.1,,4.894160504
49039,0.11,"3,340",11,,4.932407344
49041,0.122,"2,620",12.2,,4.828625489
49043,0.082,"3,420",8.2,,5.358646883
49045,0.085,"5,930",8.5,,4.399862218
49047,0.142,"5,060",14.2,,4.958425974
49049,0.091,"56,270",9.1,,4.842128277
49051,0.087,"2,880",8.7,,5.362086482
49053,0.111,"19,190",11.1,,4.677834404
49055,0.131,350,13.1,,5.105132029
49057,0.095,"24,270",9.5,,2.806955076
50001,0.083,"3,070",8.3,,2.484849297
50003,0.113,"4,040",11.3,,3.036745435
50005,0.108,"3,260",10.8,,2.95363481
50007,0.089,"14,470",8.9,,3.155969881
50009,0.122,750,12.2,,3.097206759
50011,0.091,"4,500",9.1,,3.050437663
50013,0.071,500,7.1,,3.035332227
50015,0.112,"2,830",11.2,,2.863574436
50017,0.09,"2,600",9,,3.141464483
50019,0.12,"3,210",12,,2.667098342
50021,0.11,"6,430",11,,2.928861441
50023,0.093,"5,440",9.3,,2.506038359
50025,0.121,"5,140",12.1,,2.707070505
50027,0.094,"5,170",9.4,,0.539488568
51001,0.118,"3,840",11.8,,0.77840071
51003,0.076,"8,310",7.6,,0.600473996
51005,0.128,"1,920",12.8,,0.572642961
51007,0.086,"1,120",8.6,,0.610543271
51009,0.092,"2,930",9.2,,0.553860292
51011,0.105,"1,660",10.5,,0.933934841
51013,0.071,"16,670",7.1,,0.786762081
51015,0.082,"6,220",8.2,,0.703677804
51017,0.144,610,14.4,,0.47384761
51019,0.079,"6,230",7.9,,0.450251164
51021,0.106,670,10.6,,0.529481587
51023,0.067,"2,250",6.7,,0.408880103
51025,0.121,"1,980",12.1,,0.596253179
51027,0.196,"4,180",19.6,,0.622722315
51029,0.117,"2,000",11.7,,0.502229433
51031,0.095,"5,240",9.5,,0.68247316
51033,0.074,"2,270",7.4,,0.273112054
51035,0.137,"4,110",13.7,,0.441951885
51036,0.091,640,9.1,,0.427358638
51037,0.151,"1,800",15.1,,0.539094008
51041,0.064,"22,370",6.4,,1.097604027
51043,0.07,"1,010",7,,0.491635188
51045,0.111,570,11.1,,0.903473448
51047,0.073,"3,800",7.3,,0.611973316
51049,0.087,860,8.7,,0.535162981
51051,0.19,"2,770",19,,0.481399476
51053,0.089,"2,550",8.9,,0.612362191
51057,0.11,"1,210",11,,0.933790429
51059,0.057,"66,080",5.7,,0.959376691
