Center Name,Address,Latitude,Longitude
Fresh Point,"740 Massman Drive, Nashville, TN 37210",36.1468063,-86.7122927
Fresh Point,"1718 Elm Hill Pike, Nashville, TN 37210",36.148149,-86.7095087
